Orthogroup	Mcap.protein	Pocillopora_acuta_protein
OG0020482	adi2mcaRNA5250_R9	
OG0020483	adi2mcaRNA5279_R4	
OG0020484	adi2mcaRNA5317_R0	
OG0020485	adi2mcaRNA5330_R0	
OG0020486	adi2mcaRNA5330_R1	
OG0020487	adi2mcaRNA5330_R2	
OG0020488	adi2mcaRNA5330_R3	
OG0020489	adi2mcaRNA5330_R5	
OG0020490	adi2mcaRNA5330_R6	
OG0020491	adi2mcaRNA5330_R7	
OG0020492	adi2mcaRNA5330_R8	
OG0020493	adi2mcaRNA5337_R3	
OG0020494	adi2mcaRNA5340_R0	
OG0020495	adi2mcaRNA5341_R0	
OG0020496	adi2mcaRNA5341_R4	
OG0020497	adi2mcaRNA5381_R7	
OG0020498	adi2mcaRNA5394_R3	
OG0020499	adi2mcaRNA5402_R1	
OG0020500	adi2mcaRNA5402_R2	
OG0020501	adi2mcaRNA5402_R4	
OG0020502	adi2mcaRNA5402_R5	
OG0020503	adi2mcaRNA5402_R6	
OG0020504	adi2mcaRNA5408_R1	
OG0020505	adi2mcaRNA5408_R4	
OG0020506	adi2mcaRNA5408_R5	
OG0020507	adi2mcaRNA5409_R5	
OG0020508	adi2mcaRNA5411_R7	
OG0020509	adi2mcaRNA544_R0	
OG0020510	adi2mcaRNA5468_R0	
OG0020511	adi2mcaRNA5480_R1	
OG0020512	adi2mcaRNA5483_R3	
OG0020513	adi2mcaRNA5483_R4	
OG0020514	adi2mcaRNA5483_R6	
OG0020515	adi2mcaRNA5492_R3	
OG0020516	adi2mcaRNA5493_R0	
OG0020517	adi2mcaRNA5493_R2	
OG0020518	adi2mcaRNA5536_R0	
OG0020519	adi2mcaRNA5543_R0	
OG0020520	adi2mcaRNA557_R0	
OG0020521	adi2mcaRNA557_R2	
OG0020522	adi2mcaRNA557_R6	
OG0020523	adi2mcaRNA557_R8	
OG0020524	adi2mcaRNA5592_R1	
OG0020525	adi2mcaRNA5592_R2	
OG0020526	adi2mcaRNA560_R4	
OG0020527	adi2mcaRNA5619_R5	
OG0020528	adi2mcaRNA5619_R7	
OG0020529	adi2mcaRNA5626_R1	
OG0020530	adi2mcaRNA5641_R1	
OG0020531	adi2mcaRNA564_R0	
OG0020532	adi2mcaRNA5657_R0	
OG0020533	adi2mcaRNA565_R0	
OG0020534	adi2mcaRNA565_R2	
OG0020535	adi2mcaRNA565_R4	
OG0020536	adi2mcaRNA566_R1	
OG0020537	adi2mcaRNA567_R0	
OG0020538	adi2mcaRNA567_R1	
OG0020539	adi2mcaRNA567_R2	
OG0020540	adi2mcaRNA567_R3	
OG0020541	adi2mcaRNA567_R4	
OG0020542	adi2mcaRNA567_R5	
OG0020543	adi2mcaRNA567_R6	
OG0020544	adi2mcaRNA567_R7	
OG0020545	adi2mcaRNA567_R9	
OG0020546	adi2mcaRNA5689_R1	
OG0020547	adi2mcaRNA568_R2	
OG0020548	adi2mcaRNA568_R4	
OG0020549	adi2mcaRNA568_R5	
OG0020550	adi2mcaRNA568_R9	
OG0020551	adi2mcaRNA569_R2	
OG0020552	adi2mcaRNA569_R6	
OG0020553	adi2mcaRNA56_R4	
OG0020554	adi2mcaRNA5705_R1	
OG0020555	adi2mcaRNA5709_R9	
OG0020556	adi2mcaRNA5713_R8	
OG0020557	adi2mcaRNA5713_R9	
OG0020558	adi2mcaRNA5716_R3	
OG0020559	adi2mcaRNA5716_R4	
OG0020560	adi2mcaRNA5717_R0	
OG0020561	adi2mcaRNA5717_R1	
OG0020562	adi2mcaRNA5717_R2	
OG0020563	adi2mcaRNA5717_R3	
OG0020564	adi2mcaRNA5717_R4	
OG0020565	adi2mcaRNA5717_R6	
OG0020566	adi2mcaRNA5717_R7	
OG0020567	adi2mcaRNA5719_R3	
OG0020568	adi2mcaRNA5722_R1	
OG0020569	adi2mcaRNA5725_R0	
OG0020570	adi2mcaRNA572_R0	
OG0020571	adi2mcaRNA5730_R0	
OG0020572	adi2mcaRNA5730_R1	
OG0020573	adi2mcaRNA5734_R0	
OG0020574	adi2mcaRNA5734_R1	
OG0020575	adi2mcaRNA5755_R1	
OG0020576	adi2mcaRNA5755_R2	
OG0020577	adi2mcaRNA5755_R3	
OG0020578	adi2mcaRNA5755_R4	
OG0020579	adi2mcaRNA5755_R5	
OG0020580	adi2mcaRNA5755_R7	
OG0020581	adi2mcaRNA575_R6	
OG0020582	adi2mcaRNA575_R8	
OG0020583	adi2mcaRNA5767_R0	
OG0020584	adi2mcaRNA5769_R5	
OG0020585	adi2mcaRNA5769_R9	
OG0020586	adi2mcaRNA5786_R2	
OG0020587	adi2mcaRNA5823_R5	
OG0020588	adi2mcaRNA5833_R0	
OG0020589	adi2mcaRNA583_R6	
OG0020590	adi2mcaRNA583_R7	
OG0020591	adi2mcaRNA5847_R0	
OG0020592	adi2mcaRNA584_R0	
OG0020593	adi2mcaRNA584_R5	
OG0020594	adi2mcaRNA584_R7	
OG0020595	adi2mcaRNA584_R8	
OG0020596	adi2mcaRNA584_R9	
OG0020597	adi2mcaRNA5851_R2	
OG0020598	adi2mcaRNA5851_R6	
OG0020599	adi2mcaRNA5856_R0	
OG0020600	adi2mcaRNA5858_R0	
OG0020601	adi2mcaRNA5859_R3	
OG0020602	adi2mcaRNA5863_R7	
OG0020603	adi2mcaRNA5864_R8	
OG0020604	adi2mcaRNA586_R6	
OG0020605	adi2mcaRNA5886_R0	
OG0020606	adi2mcaRNA5889_R0	
OG0020607	adi2mcaRNA5889_R1	
OG0020608	adi2mcaRNA588_R3	
OG0020609	adi2mcaRNA588_R8	
OG0020610	adi2mcaRNA5893_R3	
OG0020611	adi2mcaRNA5894_R9	
OG0020612	adi2mcaRNA5896_R5	
OG0020613	adi2mcaRNA5899_R7	
OG0020614	adi2mcaRNA5900_R3	
OG0020615	adi2mcaRNA5900_R4	
OG0020616	adi2mcaRNA5900_R6	
OG0020617	adi2mcaRNA5900_R9	
OG0020618	adi2mcaRNA5911_R0	
OG0020619	adi2mcaRNA5911_R6	
OG0020620	adi2mcaRNA593_R0	
OG0020621	adi2mcaRNA593_R2	
OG0020622	adi2mcaRNA593_R3	
OG0020623	adi2mcaRNA593_R4	
OG0020624	adi2mcaRNA593_R5	
OG0020625	adi2mcaRNA593_R6	
OG0020626	adi2mcaRNA593_R7	
OG0020627	adi2mcaRNA5951_R0	
OG0020628	adi2mcaRNA5959_R6	
OG0020629	adi2mcaRNA5959_R7	
OG0020630	adi2mcaRNA5972_R2	
OG0020631	adi2mcaRNA5978_R0	
OG0020632	adi2mcaRNA5987_R0	
OG0020633	adi2mcaRNA5991_R0	
OG0020634	adi2mcaRNA6004_R1	
OG0020635	adi2mcaRNA6018_R0	
OG0020636	adi2mcaRNA6019_R0	
OG0020637	adi2mcaRNA6021_R0	
OG0020638	adi2mcaRNA6034_R1	
OG0020639	adi2mcaRNA6035_R1	
OG0020640	adi2mcaRNA6035_R3	
OG0020641	adi2mcaRNA6035_R6	
OG0020642	adi2mcaRNA6035_R9	
OG0020643	adi2mcaRNA6041_R0	
OG0020644	adi2mcaRNA6041_R2	
OG0020645	adi2mcaRNA6045_R1	
OG0020646	adi2mcaRNA6045_R2	
OG0020647	adi2mcaRNA6046_R0	
OG0020648	adi2mcaRNA6051_R0	
OG0020649	adi2mcaRNA6053_R1	
OG0020650	adi2mcaRNA6054_R3	
OG0020651	adi2mcaRNA6060_R0	
OG0020652	adi2mcaRNA6061_R0	
OG0020653	adi2mcaRNA6066_R1	
OG0020654	adi2mcaRNA606_R2	
OG0020655	adi2mcaRNA6075_R1	
OG0020656	adi2mcaRNA6091_R7	
OG0020657	adi2mcaRNA6096_R0	
OG0020658	adi2mcaRNA611_R8	
OG0020659	adi2mcaRNA613_R0	
OG0020660	adi2mcaRNA613_R4	
OG0020661	adi2mcaRNA6144_R4	
OG0020662	adi2mcaRNA614_R8	
OG0020663	adi2mcaRNA6170_R0	
OG0020664	adi2mcaRNA6170_R1	
OG0020665	adi2mcaRNA6174_R5	
OG0020666	adi2mcaRNA6174_R6	
OG0020667	adi2mcaRNA6174_R8	
OG0020668	adi2mcaRNA6174_R9	
OG0020669	adi2mcaRNA617_R0	
OG0020670	adi2mcaRNA6187_R4	
OG0020671	adi2mcaRNA6187_R5	
OG0020672	adi2mcaRNA6187_R7	
OG0020673	adi2mcaRNA618_R3	
OG0020674	adi2mcaRNA6235_R0	
OG0020675	adi2mcaRNA6240_R1	
OG0020676	adi2mcaRNA6253_R0	
OG0020677	adi2mcaRNA628_R0	
OG0020678	adi2mcaRNA630_R2	
OG0020679	adi2mcaRNA6326_R8	
OG0020680	adi2mcaRNA6330_R1	
OG0020681	adi2mcaRNA6330_R3	
OG0020682	adi2mcaRNA6335_R3	
OG0020683	adi2mcaRNA6338_R2	
OG0020684	adi2mcaRNA6338_R6	
OG0020685	adi2mcaRNA6339_R1	
OG0020686	adi2mcaRNA6355_R3	
OG0020687	adi2mcaRNA6366_R1	
OG0020688	adi2mcaRNA638_R6	
OG0020689	adi2mcaRNA639_R2	
OG0020690	adi2mcaRNA639_R6	
OG0020691	adi2mcaRNA639_R7	
OG0020692	adi2mcaRNA640_R1	
OG0020693	adi2mcaRNA642_R0	
OG0020694	adi2mcaRNA642_R2	
OG0020695	adi2mcaRNA642_R4	
OG0020696	adi2mcaRNA6444_R0	
OG0020697	adi2mcaRNA6444_R2	
OG0020698	adi2mcaRNA6444_R3	
OG0020699	adi2mcaRNA6451_R3	
OG0020700	adi2mcaRNA6451_R5	
OG0020701	adi2mcaRNA6487_R0	
OG0020702	adi2mcaRNA6526_R0	
OG0020703	adi2mcaRNA6526_R1	
OG0020704	adi2mcaRNA6526_R2	
OG0020705	adi2mcaRNA6526_R3	
OG0020706	adi2mcaRNA6526_R4	
OG0020707	adi2mcaRNA6526_R5	
OG0020708	adi2mcaRNA6526_R6	
OG0020709	adi2mcaRNA6526_R7	
OG0020710	adi2mcaRNA6526_R9	
OG0020711	adi2mcaRNA6529_R9	
OG0020712	adi2mcaRNA6537_R4	
OG0020713	adi2mcaRNA6538_R0	
OG0020714	adi2mcaRNA6541_R9	
OG0020715	adi2mcaRNA6544_R8	
OG0020716	adi2mcaRNA6552_R2	
OG0020717	adi2mcaRNA6594_R0	
OG0020718	adi2mcaRNA6594_R3	
OG0020719	adi2mcaRNA6594_R4	
OG0020720	adi2mcaRNA6594_R5	
OG0020721	adi2mcaRNA6594_R7	
OG0020722	adi2mcaRNA6647_R1	
OG0020723	adi2mcaRNA6649_R1	
OG0020724	adi2mcaRNA6651_R0	
OG0020725	adi2mcaRNA6685_R1	
OG0020726	adi2mcaRNA6690_R0	
OG0020727	adi2mcaRNA6696_R1	
OG0020728	adi2mcaRNA6731_R2	
OG0020729	adi2mcaRNA6767_R0	
OG0020730	adi2mcaRNA6774_R1	
OG0020731	adi2mcaRNA6791_R8	
OG0020732	adi2mcaRNA6821_R3	
OG0020733	adi2mcaRNA6821_R4	
OG0020734	adi2mcaRNA6831_R0	
OG0020735	adi2mcaRNA6831_R8	
OG0020736	adi2mcaRNA6862_R2	
OG0020737	adi2mcaRNA6865_R1	
OG0020738	adi2mcaRNA6894_R0	
OG0020739	adi2mcaRNA6952_R0	
OG0020740	adi2mcaRNA6965_R2	
OG0020741	adi2mcaRNA6970_R0	
OG0020742	adi2mcaRNA6972_R5	
OG0020743	adi2mcaRNA6974_R2	
OG0020744	adi2mcaRNA6978_R0	
OG0020745	adi2mcaRNA6985_R1	
OG0020746	adi2mcaRNA6986_R9	
OG0020747	adi2mcaRNA6989_R0	
OG0020748	adi2mcaRNA6989_R3	
OG0020749	adi2mcaRNA6989_R5	
OG0020750	adi2mcaRNA6991_R2	
OG0020751	adi2mcaRNA6991_R4	
OG0020752	adi2mcaRNA6991_R7	
OG0020753	adi2mcaRNA6992_R4	
OG0020754	adi2mcaRNA6992_R5	
OG0020755	adi2mcaRNA6992_R6	
OG0020756	adi2mcaRNA6993_R1	
OG0020757	adi2mcaRNA6993_R3	
OG0020758	adi2mcaRNA6994_R2	
OG0020759	adi2mcaRNA6996_R4	
OG0020760	adi2mcaRNA6996_R6	
OG0020761	adi2mcaRNA6996_R7	
OG0020762	adi2mcaRNA6996_R8	
OG0020763	adi2mcaRNA7000_R5	
OG0020764	adi2mcaRNA7014_R3	
OG0020765	adi2mcaRNA7023_R0	
OG0020766	adi2mcaRNA7025_R7	
OG0020767	adi2mcaRNA7025_R9	
OG0020768	adi2mcaRNA7037_R2	
OG0020769	adi2mcaRNA7037_R3	
OG0020770	adi2mcaRNA7037_R7	
OG0020771	adi2mcaRNA7046_R1	
OG0020772	adi2mcaRNA7050_R1	
OG0020773	adi2mcaRNA7057_R1	
OG0020774	adi2mcaRNA7057_R2	
OG0020775	adi2mcaRNA7058_R0	
OG0020776	adi2mcaRNA7058_R1	
OG0020777	adi2mcaRNA7058_R2	
OG0020778	adi2mcaRNA708_R5	
OG0020779	adi2mcaRNA7095_R0	
OG0020780	adi2mcaRNA7098_R1	
OG0020781	adi2mcaRNA709_R1	
OG0020782	adi2mcaRNA7124_R1	
OG0020783	adi2mcaRNA715_R2	
OG0020784	adi2mcaRNA7330_R4	
OG0020785	adi2mcaRNA7330_R6	
OG0020786	adi2mcaRNA7344_R0	
OG0020787	adi2mcaRNA7364_R5	
OG0020788	adi2mcaRNA7371_R3	
OG0020789	adi2mcaRNA7402_R0	
OG0020790	adi2mcaRNA7415_R8	
OG0020791	adi2mcaRNA7416_R2	
OG0020792	adi2mcaRNA7416_R5	
OG0020793	adi2mcaRNA7416_R6	
OG0020794	adi2mcaRNA7416_R7	
OG0020795	adi2mcaRNA7416_R8	
OG0020796	adi2mcaRNA7416_R9	
OG0020797	adi2mcaRNA7432_R0	
OG0020798	adi2mcaRNA7432_R1	
OG0020799	adi2mcaRNA7432_R2	
OG0020800	adi2mcaRNA7432_R3	
OG0020801	adi2mcaRNA7432_R4	
OG0020802	adi2mcaRNA7432_R5	
OG0020803	adi2mcaRNA7432_R8	
OG0020804	adi2mcaRNA7433_R0	
OG0020805	adi2mcaRNA7433_R1	
OG0020806	adi2mcaRNA7435_R9	
OG0020807	adi2mcaRNA7436_R1	
OG0020808	adi2mcaRNA7440_R3	
OG0020809	adi2mcaRNA7441_R1	
OG0020810	adi2mcaRNA7441_R5	
OG0020811	adi2mcaRNA7446_R0	
OG0020812	adi2mcaRNA7450_R1	
OG0020813	adi2mcaRNA7450_R2	
OG0020814	adi2mcaRNA7450_R3	
OG0020815	adi2mcaRNA7450_R4	
OG0020816	adi2mcaRNA7450_R6	
OG0020817	adi2mcaRNA7450_R8	
OG0020818	adi2mcaRNA7450_R9	
OG0020819	adi2mcaRNA7455_R3	
OG0020820	adi2mcaRNA7473_R0	
OG0020821	adi2mcaRNA7477_R0	
OG0020822	adi2mcaRNA7577_R9	
OG0020823	adi2mcaRNA7578_R1	
OG0020824	adi2mcaRNA7578_R4	
OG0020825	adi2mcaRNA7578_R5	
OG0020826	adi2mcaRNA7578_R6	
OG0020827	adi2mcaRNA7579_R0	
OG0020828	adi2mcaRNA7579_R1	
OG0020829	adi2mcaRNA7579_R2	
OG0020830	adi2mcaRNA7579_R4	
OG0020831	adi2mcaRNA7579_R5	
OG0020832	adi2mcaRNA7579_R6	
OG0020833	adi2mcaRNA7579_R7	
OG0020834	adi2mcaRNA7579_R9	
OG0020835	adi2mcaRNA7583_R4	
OG0020836	adi2mcaRNA7583_R5	
OG0020837	adi2mcaRNA7583_R7	
OG0020838	adi2mcaRNA7583_R9	
OG0020839	adi2mcaRNA7590_R4	
OG0020840	adi2mcaRNA7590_R5	
OG0020841	adi2mcaRNA7603_R1	
OG0020842	adi2mcaRNA7603_R2	
OG0020843	adi2mcaRNA7605_R0	
OG0020844	adi2mcaRNA7607_R1	
OG0020845	adi2mcaRNA7607_R3	
OG0020846	adi2mcaRNA7607_R6	
OG0020847	adi2mcaRNA7608_R8	
OG0020848	adi2mcaRNA7611_R9	
OG0020849	adi2mcaRNA7616_R1	
OG0020850	adi2mcaRNA7616_R5	
OG0020851	adi2mcaRNA7616_R6	
OG0020852	adi2mcaRNA7616_R7	
OG0020853	adi2mcaRNA7616_R8	
OG0020854	adi2mcaRNA7616_R9	
OG0020855	adi2mcaRNA7627_R0	
OG0020856	adi2mcaRNA7643_R0	
OG0020857	adi2mcaRNA7643_R1	
OG0020858	adi2mcaRNA7643_R2	
OG0020859	adi2mcaRNA7643_R3	
OG0020860	adi2mcaRNA7657_R3	
OG0020861	adi2mcaRNA7699_R0	
OG0020862	adi2mcaRNA7699_R3	
OG0020863	adi2mcaRNA7699_R8	
OG0020864	adi2mcaRNA7702_R3	
OG0020865	adi2mcaRNA7704_R0	
OG0020866	adi2mcaRNA7714_R7	
OG0020867	adi2mcaRNA7714_R8	
OG0020868	adi2mcaRNA7743_R1	
OG0020869	adi2mcaRNA7743_R2	
OG0020870	adi2mcaRNA7766_R1	
OG0020871	adi2mcaRNA7766_R3	
OG0020872	adi2mcaRNA7766_R4	
OG0020873	adi2mcaRNA7767_R5	
OG0020874	adi2mcaRNA7776_R1	
OG0020875	adi2mcaRNA7829_R0	
OG0020876	adi2mcaRNA782_R6	
OG0020877	adi2mcaRNA782_R7	
OG0020878	adi2mcaRNA782_R9	
OG0020879	adi2mcaRNA7837_R9	
OG0020880	adi2mcaRNA783_R1	
OG0020881	adi2mcaRNA7843_R1	
OG0020882	adi2mcaRNA7843_R2	
OG0020883	adi2mcaRNA7845_R8	
OG0020884	adi2mcaRNA786_R1	
OG0020885	adi2mcaRNA7878_R1	
OG0020886	adi2mcaRNA7887_R0	
OG0020887	adi2mcaRNA7890_R2	
OG0020888	adi2mcaRNA7890_R9	
OG0020889	adi2mcaRNA7899_R0	
OG0020890	adi2mcaRNA7899_R1	
OG0020891	adi2mcaRNA7899_R2	
OG0020892	adi2mcaRNA7899_R3	
OG0020893	adi2mcaRNA7899_R4	
OG0020894	adi2mcaRNA7899_R5	
OG0020895	adi2mcaRNA7899_R7	
OG0020896	adi2mcaRNA7899_R8	
OG0020897	adi2mcaRNA7899_R9	
OG0020898	adi2mcaRNA7919_R1	
OG0020899	adi2mcaRNA7955_R3	
OG0020900	adi2mcaRNA7955_R4	
OG0020901	adi2mcaRNA7980_R0	
OG0020902	adi2mcaRNA799_R0	
OG0020903	adi2mcaRNA8000_R1	
OG0020904	adi2mcaRNA8002_R2	
OG0020905	adi2mcaRNA8002_R3	
OG0020906	adi2mcaRNA8002_R4	
OG0020907	adi2mcaRNA8002_R6	
OG0020908	adi2mcaRNA8002_R7	
OG0020909	adi2mcaRNA8002_R8	
OG0020910	adi2mcaRNA8045_R9	
OG0020911	adi2mcaRNA8064_R6	
OG0020912	adi2mcaRNA8064_R8	
OG0020913	adi2mcaRNA8064_R9	
OG0020914	adi2mcaRNA8067_R0	
OG0020915	adi2mcaRNA8067_R1	
OG0020916	adi2mcaRNA8067_R2	
OG0020917	adi2mcaRNA8067_R3	
OG0020918	adi2mcaRNA8067_R4	
OG0020919	adi2mcaRNA8067_R5	
OG0020920	adi2mcaRNA8067_R7	
OG0020921	adi2mcaRNA8067_R8	
OG0020922	adi2mcaRNA8067_R9	
OG0020923	adi2mcaRNA8091_R4	
OG0020924	adi2mcaRNA8092_R3	
OG0020925	adi2mcaRNA8098_R0	
OG0020926	adi2mcaRNA8101_R1	
OG0020927	adi2mcaRNA8101_R2	
OG0020928	adi2mcaRNA8101_R3	
OG0020929	adi2mcaRNA8101_R4	
OG0020930	adi2mcaRNA8104_R1	
OG0020931	adi2mcaRNA8105_R6	
OG0020932	adi2mcaRNA8107_R0	
OG0020933	adi2mcaRNA8107_R2	
OG0020934	adi2mcaRNA8107_R4	
OG0020935	adi2mcaRNA8107_R6	
OG0020936	adi2mcaRNA8107_R9	
OG0020937	adi2mcaRNA8109_R1	
OG0020938	adi2mcaRNA8109_R2	
OG0020939	adi2mcaRNA8109_R3	
OG0020940	adi2mcaRNA8111_R0	
OG0020941	adi2mcaRNA8111_R1	
OG0020942	adi2mcaRNA8111_R2	
OG0020943	adi2mcaRNA8111_R3	
OG0020944	adi2mcaRNA8112_R6	
OG0020945	adi2mcaRNA8124_R0	
OG0020946	adi2mcaRNA8128_R3	
OG0020947	adi2mcaRNA8129_R2	
OG0020948	adi2mcaRNA8129_R3	
OG0020949	adi2mcaRNA8129_R4	
OG0020950	adi2mcaRNA8129_R6	
OG0020951	adi2mcaRNA8129_R7	
OG0020952	adi2mcaRNA814_R1	
OG0020953	adi2mcaRNA814_R2	
OG0020954	adi2mcaRNA815_R3	
OG0020955	adi2mcaRNA8160_R0	
OG0020956	adi2mcaRNA8162_R0	
OG0020957	adi2mcaRNA8186_R7	
OG0020958	adi2mcaRNA8193_R1	
OG0020959	adi2mcaRNA8211_R1	
OG0020960	adi2mcaRNA8228_R0	
OG0020961	adi2mcaRNA8228_R3	
OG0020962	adi2mcaRNA8230_R0	
OG0020963	adi2mcaRNA8231_R2	
OG0020964	adi2mcaRNA8235_R0	
OG0020965	adi2mcaRNA8235_R4	
OG0020966	adi2mcaRNA8235_R5	
OG0020967	adi2mcaRNA8235_R6	
OG0020968	adi2mcaRNA8235_R7	
OG0020969	adi2mcaRNA823_R0	
OG0020970	adi2mcaRNA8258_R1	
OG0020971	adi2mcaRNA8259_R0	
OG0020972	adi2mcaRNA8262_R8	
OG0020973	adi2mcaRNA8263_R0	
OG0020974	adi2mcaRNA8263_R1	
OG0020975	adi2mcaRNA8268_R8	
OG0020976	adi2mcaRNA8269_R7	
OG0020977	adi2mcaRNA8269_R9	
OG0020978	adi2mcaRNA8273_R1	
OG0020979	adi2mcaRNA8273_R3	
OG0020980	adi2mcaRNA8273_R5	
OG0020981	adi2mcaRNA8273_R7	
OG0020982	adi2mcaRNA8275_R0	
OG0020983	adi2mcaRNA8275_R3	
OG0020984	adi2mcaRNA8275_R7	
OG0020985	adi2mcaRNA8275_R9	
OG0020986	adi2mcaRNA8282_R5	
OG0020987	adi2mcaRNA8295_R9	
OG0020988	adi2mcaRNA8322_R1	
OG0020989	adi2mcaRNA8322_R2	
OG0020990	adi2mcaRNA8329_R1	
OG0020991	adi2mcaRNA8339_R2	
OG0020992	adi2mcaRNA8339_R4	
OG0020993	adi2mcaRNA8339_R8	
OG0020994	adi2mcaRNA8342_R8	
OG0020995	adi2mcaRNA8343_R6	
OG0020996	adi2mcaRNA8343_R9	
OG0020997	adi2mcaRNA8348_R0	
OG0020998	adi2mcaRNA8354_R3	
OG0020999	adi2mcaRNA8354_R4	
OG0021000	adi2mcaRNA8365_R0	
OG0021001	adi2mcaRNA8373_R1	
OG0021002	adi2mcaRNA8373_R3	
OG0021003	adi2mcaRNA8373_R4	
OG0021004	adi2mcaRNA8373_R5	
OG0021005	adi2mcaRNA8373_R6	
OG0021006	adi2mcaRNA8373_R8	
OG0021007	adi2mcaRNA837_R0	
OG0021008	adi2mcaRNA8384_R1	
OG0021009	adi2mcaRNA839_R0	
OG0021010	adi2mcaRNA843_R0	
OG0021011	adi2mcaRNA8449_R4	
OG0021012	adi2mcaRNA8449_R6	
OG0021013	adi2mcaRNA8449_R7	
OG0021014	adi2mcaRNA8449_R9	
OG0021015	adi2mcaRNA8463_R7	
OG0021016	adi2mcaRNA8473_R0	
OG0021017	adi2mcaRNA8473_R7	
OG0021018	adi2mcaRNA8479_R1	
OG0021019	adi2mcaRNA8479_R2	
OG0021020	adi2mcaRNA8511_R1	
OG0021021	adi2mcaRNA8527_R1	
OG0021022	adi2mcaRNA8604_R2	
OG0021023	adi2mcaRNA8620_R1	
OG0021024	adi2mcaRNA8620_R3	
OG0021025	adi2mcaRNA8631_R0	
OG0021026	adi2mcaRNA8631_R2	
OG0021027	adi2mcaRNA8631_R4	
OG0021028	adi2mcaRNA8631_R7	
OG0021029	adi2mcaRNA8631_R8	
OG0021030	adi2mcaRNA8631_R9	
OG0021031	adi2mcaRNA8635_R0	
OG0021032	adi2mcaRNA8652_R1	
OG0021033	adi2mcaRNA8688_R1	
OG0021034	adi2mcaRNA8688_R5	
OG0021035	adi2mcaRNA8764_R9	
OG0021036	adi2mcaRNA8793_R1	
OG0021037	adi2mcaRNA8857_R1	
OG0021038	adi2mcaRNA8857_R2	
OG0021039	adi2mcaRNA8857_R3	
OG0021040	adi2mcaRNA8857_R9	
OG0021041	adi2mcaRNA8863_R1	
OG0021042	adi2mcaRNA8867_R6	
OG0021043	adi2mcaRNA8867_R7	
OG0021044	adi2mcaRNA8870_R5	
OG0021045	adi2mcaRNA8872_R0	
OG0021046	adi2mcaRNA8872_R1	
OG0021047	adi2mcaRNA8872_R2	
OG0021048	adi2mcaRNA8872_R3	
OG0021049	adi2mcaRNA8874_R0	
OG0021050	adi2mcaRNA8874_R2	
OG0021051	adi2mcaRNA8874_R3	
OG0021052	adi2mcaRNA8874_R4	
OG0021053	adi2mcaRNA8874_R5	
OG0021054	adi2mcaRNA8874_R8	
OG0021055	adi2mcaRNA8875_R0	
OG0021056	adi2mcaRNA8875_R1	
OG0021057	adi2mcaRNA8875_R2	
OG0021058	adi2mcaRNA8875_R5	
OG0021059	adi2mcaRNA8875_R6	
OG0021060	adi2mcaRNA8875_R9	
OG0021061	adi2mcaRNA8876_R0	
OG0021062	adi2mcaRNA8876_R1	
OG0021063	adi2mcaRNA8876_R2	
OG0021064	adi2mcaRNA8876_R3	
OG0021065	adi2mcaRNA8882_R0	
OG0021066	adi2mcaRNA8890_R2	
OG0021067	adi2mcaRNA8890_R4	
OG0021068	adi2mcaRNA8903_R0	
OG0021069	adi2mcaRNA8903_R2	
OG0021070	adi2mcaRNA8929_R0	
OG0021071	adi2mcaRNA8929_R2	
OG0021072	adi2mcaRNA8929_R3	
OG0021073	adi2mcaRNA8931_R3	
OG0021074	adi2mcaRNA8936_R0	
OG0021075	adi2mcaRNA8940_R3	
OG0021076	adi2mcaRNA8940_R5	
OG0021077	adi2mcaRNA8956_R4	
OG0021078	adi2mcaRNA8975_R0	
OG0021079	adi2mcaRNA8987_R1	
OG0021080	adi2mcaRNA8_R0	
OG0021081	adi2mcaRNA9017_R0	
OG0021082	adi2mcaRNA9017_R1	
OG0021083	adi2mcaRNA9019_R7	
OG0021084	adi2mcaRNA9019_R8	
OG0021085	adi2mcaRNA9020_R8	
OG0021086	adi2mcaRNA9024_R1	
OG0021087	adi2mcaRNA9062_R3	
OG0021088	adi2mcaRNA9064_R1	
OG0021089	adi2mcaRNA908_R1	
OG0021090	adi2mcaRNA9092_R2	
OG0021091	adi2mcaRNA9093_R1	
OG0021092	adi2mcaRNA90_R0	
OG0021093	adi2mcaRNA9101_R0	
OG0021094	adi2mcaRNA9101_R1	
OG0021095	adi2mcaRNA9101_R2	
OG0021096	adi2mcaRNA9101_R3	
OG0021097	adi2mcaRNA9101_R4	
OG0021098	adi2mcaRNA9101_R5	
OG0021099	adi2mcaRNA9101_R6	
OG0021100	adi2mcaRNA9101_R9	
OG0021101	adi2mcaRNA9128_R1	
OG0021102	adi2mcaRNA9177_R2	
OG0021103	adi2mcaRNA918_R1	
OG0021104	adi2mcaRNA918_R2	
OG0021105	adi2mcaRNA9206_R8	
OG0021106	adi2mcaRNA9221_R1	
OG0021107	adi2mcaRNA9221_R3	
OG0021108	adi2mcaRNA9221_R7	
OG0021109	adi2mcaRNA9221_R8	
OG0021110	adi2mcaRNA9222_R5	
OG0021111	adi2mcaRNA9222_R7	
OG0021112	adi2mcaRNA9222_R9	
OG0021113	adi2mcaRNA9223_R1	
OG0021114	adi2mcaRNA9224_R3	
OG0021115	adi2mcaRNA9224_R6	
OG0021116	adi2mcaRNA9224_R8	
OG0021117	adi2mcaRNA9224_R9	
OG0021118	adi2mcaRNA9229_R0	
OG0021119	adi2mcaRNA9229_R3	
