Orthogroup	Mcap.protein	Pocillopora_acuta_protein
OG0002011	adi2mcaRNA21663_R1, augustus.g9156.t1	g47988
OG0002012	adi2mcaRNA21718_R1, augustus.g63594.t1	g33339
OG0002013	adi2mcaRNA21731_R0, adi2mcaRNA21731_R1	g56716
OG0002014	adi2mcaRNA21746_R7	g347, g348
OG0002015	adi2mcaRNA21790_R0	g10416, g10421
OG0002016	adi2mcaRNA21901_R0	g24453, g24457
OG0002017	adi2mcaRNA22189_R0	g39466, g39468
OG0002018	adi2mcaRNA22300_R3, adi2mcaRNA22300_R8	g26732
OG0002019	adi2mcaRNA2241_R0	g51794, g55373
OG0002020	adi2mcaRNA22450_R1, augustus.g55324.t1	g3905
OG0002021	adi2mcaRNA22469_R0, adi2mcaRNA22469_R1	g3887
OG0002022	adi2mcaRNA2250_R1, augustus.g24211.t1	g21975
OG0002023	adi2mcaRNA22520_R0	g35514, g35515
OG0002024	adi2mcaRNA2254_R0, augustus.g54758.t1	g21969
OG0002025	adi2mcaRNA22574_R7	g5648, g5651
OG0002026	adi2mcaRNA22656_R1, adi2mcaRNA22656_R2	g20598
OG0002027	adi2mcaRNA22785_R0, adi2mcaRNA22785_R1	g61402
OG0002028	adi2mcaRNA23205_R9	g13014, g52459
OG0002029	adi2mcaRNA23243_R1	g10895, g10896
OG0002030	adi2mcaRNA23300_R1	g15842, g54905
OG0002031	adi2mcaRNA23333_R1, augustus.g66769.t1	g62463
OG0002032	adi2mcaRNA23465_R0, adi2mcaRNA23465_R1	g46639
OG0002033	adi2mcaRNA23472_R1, augustus.g25101.t1	g8701
OG0002034	adi2mcaRNA23545_R0, adi2mcaRNA23545_R1	g38253
OG0002035	adi2mcaRNA23547_R1, augustus.g10875.t1	g38254
OG0002036	adi2mcaRNA23599_R0, adi2mcaRNA23599_R1	g6954
OG0002037	adi2mcaRNA23601_R0, adi2mcaRNA23601_R1	g6963
OG0002038	adi2mcaRNA23647_R0	g4955, g57323
OG0002039	adi2mcaRNA2378_R0	g31960, g31962
OG0002040	adi2mcaRNA2379_R0, adi2mcaRNA2379_R1	g23232
OG0002041	adi2mcaRNA23827_R5, adi2mcaRNA26115_R7	g13396
OG0002042	adi2mcaRNA24089_R0, adi2mcaRNA24089_R1	g47584
OG0002043	adi2mcaRNA24116_R1, augustus.g48697.t1	g19760
OG0002044	adi2mcaRNA24182_R1, augustus.g21373.t1	g27233
OG0002045	adi2mcaRNA24340_R0, adi2mcaRNA24340_R1	g23908
OG0002046	adi2mcaRNA24359_R1, augustus.g70089.t1	g45564
OG0002047	adi2mcaRNA24477_R0, augustus.g16598.t1	g23413
OG0002048	adi2mcaRNA24556_R0	g32292, g40064
OG0002049	adi2mcaRNA24602_R0, adi2mcaRNA24603_R1	g51237
OG0002050	adi2mcaRNA24861_R1, augustus.g718.t1	g39245
OG0002051	adi2mcaRNA24862_R1, augustus.g721.t1	g39234
OG0002052	adi2mcaRNA24990_R0, augustus.g71043.t1	g14392
OG0002053	adi2mcaRNA25089_R0, adi2mcaRNA25089_R1	g12687
OG0002054	adi2mcaRNA25135_R0, adi2mcaRNA25135_R1	g57557
OG0002055	adi2mcaRNA25199_R0, augustus.g4486.t1	g17394
OG0002056	adi2mcaRNA25339_R0, adi2mcaRNA25339_R1	g52
OG0002057	adi2mcaRNA25374_R1, augustus.g66666.t1	g17423
OG0002058	adi2mcaRNA25394_R1, augustus.g284.t1	g48497
OG0002059	adi2mcaRNA25397_R0, augustus.g288.t1	g18474
OG0002060	adi2mcaRNA25401_R0, adi2mcaRNA25401_R1	g18465
OG0002061	adi2mcaRNA25445_R0	g17914, g2355
OG0002062	adi2mcaRNA25456_R0	g39316, g39317
OG0002063	adi2mcaRNA25459_R0, augustus.g40150.t1	g16927
OG0002064	adi2mcaRNA25546_R1, adi2mcaRNA25546_R8	g47886
OG0002065	adi2mcaRNA25674_R0, adi2mcaRNA25674_R1	g13185
OG0002066	adi2mcaRNA25682_R1, augustus.g64701.t1	g64219
OG0002067	adi2mcaRNA25683_R0, adi2mcaRNA25683_R1	g64221
OG0002068	adi2mcaRNA25721_R6, augustus.g71577.t1	g45816
OG0002069	adi2mcaRNA25861_R1, augustus.g30604.t1	g50509
OG0002070	adi2mcaRNA26159_R0, augustus.g60465.t1	g60745
OG0002071	adi2mcaRNA26239_R9	g39199, g40648
OG0002072	adi2mcaRNA26390_R3	g2391, g63118
OG0002073	adi2mcaRNA26549_R2	g14849, g35911
OG0002074	adi2mcaRNA26676_R8	g38359, g57899
OG0002075	adi2mcaRNA27194_R8, adi2mcaRNA30901_R6	g45657
OG0002076	adi2mcaRNA27239_R9	g31305, g33450
OG0002077	adi2mcaRNA27265_R0	g14920, g14923
OG0002078	adi2mcaRNA27270_R0, augustus.g66053.t1	g31774
OG0002079	adi2mcaRNA27289_R0, adi2mcaRNA27289_R1	g31787
OG0002080	adi2mcaRNA27321_R0, adi2mcaRNA27321_R1	g32776
OG0002081	adi2mcaRNA27327_R1	g32790, g32791
OG0002082	adi2mcaRNA27347_R0, augustus.g48608.t1	g32806
OG0002083	adi2mcaRNA27387_R3, augustus.g38864.t1	g62040
OG0002084	adi2mcaRNA27480_R1, augustus.g5872.t1	g11314
OG0002085	adi2mcaRNA27790_R0	g41274, g41283
OG0002086	adi2mcaRNA27809_R8, adi2mcaRNA9432_R6	g11497
OG0002087	adi2mcaRNA2782_R1, augustus.g54737.t1	g44097
OG0002088	adi2mcaRNA27887_R0, augustus.g67186.t1	g30784
OG0002089	adi2mcaRNA27888_R1, augustus.g58745.t1	g30785
OG0002090	adi2mcaRNA27915_R0, adi2mcaRNA27915_R1	g10235
OG0002091	adi2mcaRNA27920_R0, adi2mcaRNA27920_R1	g60431
OG0002092	adi2mcaRNA28341_R0, adi2mcaRNA28341_R1	g14627
OG0002093	adi2mcaRNA28526_R5, adi2mcaRNA28526_R8	g43833
OG0002094	adi2mcaRNA28539_R0, adi2mcaRNA28539_R1	g63870
OG0002095	adi2mcaRNA28551_R0, adi2mcaRNA28551_R1	g51993
OG0002096	adi2mcaRNA28627_R0, augustus.g26792.t1	g32037
OG0002097	adi2mcaRNA28746_R0, adi2mcaRNA28746_R1	g31151
OG0002098	adi2mcaRNA28810_R1	g20077, g31322
OG0002099	adi2mcaRNA2884_R0, augustus.g24043.t1	g40283
OG0002100	adi2mcaRNA29114_R8, adi2mcaRNA29114_R9	g21855
OG0002101	adi2mcaRNA29151_R0, adi2mcaRNA29151_R1	g10880
OG0002102	adi2mcaRNA29285_R1, augustus.g48563.t1	g17035
OG0002103	adi2mcaRNA29288_R0, adi2mcaRNA29288_R1	g17038
OG0002104	adi2mcaRNA29305_R0, adi2mcaRNA29305_R1	g39514
OG0002105	adi2mcaRNA29319_R0, adi2mcaRNA29319_R1	g50544
OG0002106	adi2mcaRNA29437_R0	g10981, g10982
OG0002107	adi2mcaRNA29622_R1, augustus.g20720.t1	g45045
OG0002108	adi2mcaRNA29729_R1, augustus.g47193.t1	g42173
OG0002109	adi2mcaRNA29808_R2, adi2mcaRNA29808_R6	g64380
OG0002110	adi2mcaRNA29843_R1, augustus.g61754.t1	g20369
OG0002111	adi2mcaRNA30007_R2	g22879, g22891
OG0002112	adi2mcaRNA30193_R6	g48596, g49517
OG0002113	adi2mcaRNA30276_R0	g20623, g31133
OG0002114	adi2mcaRNA30330_R0, augustus.g54939.t1	g37064
OG0002115	adi2mcaRNA3033_R0, augustus.g1656.t1	g36340
OG0002116	adi2mcaRNA30514_R1, augustus.g23940.t1	g17447
OG0002117	adi2mcaRNA30552_R1, augustus.g62413.t1	g33951
OG0002118	adi2mcaRNA30688_R0, augustus.g54045.t1	g15200
OG0002119	adi2mcaRNA30707_R0, augustus.g54052.t1	g51758
OG0002120	adi2mcaRNA30785_R3	g38061, g55939
OG0002121	adi2mcaRNA30791_R0, augustus.g65343.t1	g811
OG0002122	adi2mcaRNA30793_R0, adi2mcaRNA30793_R1	g813
OG0002123	adi2mcaRNA30795_R0, adi2mcaRNA30795_R1	g818
OG0002124	adi2mcaRNA30800_R0, adi2mcaRNA30800_R1	g827
OG0002125	adi2mcaRNA30802_R0, adi2mcaRNA30802_R1	g831
OG0002126	adi2mcaRNA30875_R0, adi2mcaRNA30875_R1	g64402
OG0002127	adi2mcaRNA30876_R0, adi2mcaRNA30876_R1	g64405
OG0002128	adi2mcaRNA30900_R0, adi2mcaRNA30900_R1	g33411
OG0002129	adi2mcaRNA3114_R1, augustus.g7084.t1	g33874
OG0002130	adi2mcaRNA3119_R1, augustus.g7078.t1	g59273
OG0002131	adi2mcaRNA31308_R0	g35872, g35874
OG0002132	adi2mcaRNA31375_R0, adi2mcaRNA31375_R1	g61553
OG0002133	adi2mcaRNA3152_R1, augustus.g66745.t1	g15384
OG0002134	adi2mcaRNA31538_R0	g28441, g35679
OG0002135	adi2mcaRNA31951_R0	g7332, g7339
OG0002136	adi2mcaRNA31985_R2	g8829, g8842
OG0002137	adi2mcaRNA3204_R0, adi2mcaRNA3204_R1	g24156
OG0002138	adi2mcaRNA32096_R0, adi2mcaRNA32096_R1	g3057
OG0002139	adi2mcaRNA32151_R1, augustus.g62352.t1	g11766
OG0002140	adi2mcaRNA32207_R1, augustus.g54780.t1	g45059
OG0002141	adi2mcaRNA32214_R0, adi2mcaRNA32214_R1	g45069
OG0002142	adi2mcaRNA32220_R0	g500, g59547
OG0002143	adi2mcaRNA32238_R0, adi2mcaRNA32238_R1	g45105
OG0002144	adi2mcaRNA32282_R0, augustus.g14244.t1	g61624
OG0002145	adi2mcaRNA32284_R0, augustus.g14245.t1	g61626
OG0002146	adi2mcaRNA32328_R1, augustus.g61659.t1	g5725
OG0002147	adi2mcaRNA32391_R1, augustus.g34994.t1	g9921
OG0002148	adi2mcaRNA32571_R0	g7360, g7361
OG0002149	adi2mcaRNA32703_R0, adi2mcaRNA32703_R1	g33775
OG0002150	adi2mcaRNA3280_R1, augustus.g60244.t1	g950
OG0002151	adi2mcaRNA32829_R0	g33833, g33837
OG0002152	adi2mcaRNA32866_R0, adi2mcaRNA32866_R1	g25108
OG0002153	adi2mcaRNA32897_R0	g62531, g62538
OG0002154	adi2mcaRNA32955_R0, adi2mcaRNA32955_R1	g15271
OG0002155	adi2mcaRNA33016_R0, adi2mcaRNA33016_R1	g37470
OG0002156	adi2mcaRNA33044_R1, augustus.g6851.t1	g46619
OG0002157	adi2mcaRNA3304_R0	g58310, g62027
OG0002158	adi2mcaRNA33132_R8	g12893, g37565
OG0002159	adi2mcaRNA3315_R0, adi2mcaRNA3315_R1	g25298
OG0002160	adi2mcaRNA33200_R1, augustus.g10401.t1	g14190
OG0002161	adi2mcaRNA3320_R1, augustus.g61089.t1	g25291
OG0002162	adi2mcaRNA3324_R1, augustus.g15676.t1	g13794
OG0002163	adi2mcaRNA33369_R5, adi2mcaRNA33369_R7	g20498
OG0002164	adi2mcaRNA33399_R0, augustus.g60207.t1	g61294
OG0002165	adi2mcaRNA33574_R1, augustus.g63274.t1	g23296
OG0002166	adi2mcaRNA33577_R1, augustus.g63271.t1	g23299
OG0002167	adi2mcaRNA33649_R0, adi2mcaRNA33649_R1	g6418
OG0002168	adi2mcaRNA33703_R1, augustus.g12785.t1	g4200
OG0002169	adi2mcaRNA33714_R2, augustus.g15694.t1	g4237
OG0002170	adi2mcaRNA33759_R0, augustus.g22302.t1	g62074
OG0002171	adi2mcaRNA34160_R0	g11160, g62098
OG0002172	adi2mcaRNA34164_R5	g62085, g62089
OG0002173	adi2mcaRNA34190_R1, augustus.g69564.t1	g60163
OG0002174	adi2mcaRNA3428_R0, adi2mcaRNA3428_R1	g9601
OG0002175	adi2mcaRNA34384_R0, adi2mcaRNA34384_R1	g42493
OG0002176	adi2mcaRNA34399_R1, augustus.g53595.t1	g61348
OG0002177	adi2mcaRNA34400_R0, augustus.g53596.t1	g61352
OG0002178	adi2mcaRNA34451_R1	g12122, g12123
OG0002179	adi2mcaRNA34454_R9	g42233, g58604
OG0002180	adi2mcaRNA34457_R1, augustus.g7595.t1	g35603
OG0002181	adi2mcaRNA34499_R0	g48935, g59975
OG0002182	adi2mcaRNA34630_R0	g2852, g2859
OG0002183	adi2mcaRNA34697_R1, adi2mcaRNA34697_R2	g52995
OG0002184	adi2mcaRNA34754_R1, augustus.g70007.t1	g16840
OG0002185	adi2mcaRNA34773_R0, adi2mcaRNA34773_R1	g54255
OG0002186	adi2mcaRNA34785_R0, augustus.g42513.t1	g32964
OG0002187	adi2mcaRNA34786_R1, augustus.g51597.t1	g31608
OG0002188	adi2mcaRNA34816_R1, augustus.g66847.t1	g34250
OG0002189	adi2mcaRNA34859_R0, adi2mcaRNA34859_R1	g59450
OG0002190	adi2mcaRNA34894_R1, augustus.g41203.t1	g61689
OG0002191	adi2mcaRNA34896_R0, adi2mcaRNA34896_R1	g61693
OG0002192	adi2mcaRNA34949_R2	g35982, g56742
OG0002193	adi2mcaRNA34963_R0	g50094, g55828
OG0002194	adi2mcaRNA35000_R0, augustus.g85.t1	g40757
OG0002195	adi2mcaRNA35109_R5	g32602, g42858
OG0002196	adi2mcaRNA35214_R0, augustus.g15160.t1	g44784
OG0002197	adi2mcaRNA35308_R2, adi2mcaRNA35308_R4	g48308
OG0002198	adi2mcaRNA35429_R0, adi2mcaRNA35429_R1	g14195
OG0002199	adi2mcaRNA35433_R2, augustus.g10402.t1	g14189
OG0002200	adi2mcaRNA354_R0, adi2mcaRNA354_R1	g18768
OG0002201	adi2mcaRNA3566_R0, adi2mcaRNA3566_R1	g62506
OG0002202	adi2mcaRNA35770_R1, augustus.g5724.t1	g33064
OG0002203	adi2mcaRNA35779_R3, augustus.g44386.t1	g53000
OG0002204	adi2mcaRNA35798_R0, augustus.g58431.t1	g11628
OG0002205	adi2mcaRNA36073_R3, adi2mcaRNA36073_R5	g44840
OG0002206	adi2mcaRNA36131_R1, augustus.g63776.t1	g8170
OG0002207	adi2mcaRNA36294_R0, adi2mcaRNA36294_R2	g55201
OG0002208	adi2mcaRNA36431_R2, augustus.g49467.t1	g5272
OG0002209	adi2mcaRNA36488_R1, augustus.g51370.t1	g29351
OG0002210	adi2mcaRNA36593_R0, adi2mcaRNA36593_R1	g48839
OG0002211	adi2mcaRNA36693_R9	g21275, g56146
OG0002212	adi2mcaRNA36741_R2, adi2mcaRNA36741_R3	g35215
OG0002213	adi2mcaRNA36783_R0	g12990, g57829
OG0002214	adi2mcaRNA36788_R0, augustus.g3738.t1	g17609
OG0002215	adi2mcaRNA368_R0, adi2mcaRNA368_R1	g61795
OG0002216	adi2mcaRNA36915_R1, augustus.g48197.t1	g7655
OG0002217	adi2mcaRNA37176_R0, adi2mcaRNA37176_R1	g17245
OG0002218	adi2mcaRNA37529_R0	g50138, g58722
OG0002219	adi2mcaRNA37546_R0, augustus.g54050.t1	g6053
OG0002220	adi2mcaRNA37553_R0, adi2mcaRNA37553_R1	g5981
OG0002221	adi2mcaRNA37642_R0, augustus.g9778.t1	g62815
OG0002222	adi2mcaRNA37674_R1, augustus.g38660.t1	g7119
OG0002223	adi2mcaRNA37780_R0, augustus.g17898.t1	g13178
OG0002224	adi2mcaRNA37825_R0, adi2mcaRNA37825_R1	g47739
OG0002225	adi2mcaRNA37938_R0, adi2mcaRNA37938_R1	g26973
OG0002226	adi2mcaRNA38048_R0, augustus.g70786.t1	g41517
OG0002227	adi2mcaRNA38138_R3	g21529, g57746
OG0002228	adi2mcaRNA38152_R0, augustus.g13505.t1	g16110
OG0002229	adi2mcaRNA38159_R1, augustus.g44164.t1	g3732
OG0002230	adi2mcaRNA38208_R1, augustus.g53671.t1	g34767
OG0002231	adi2mcaRNA38363_R0, adi2mcaRNA38363_R1	g10856
OG0002232	adi2mcaRNA38538_R3, adi2mcaRNA38538_R4	g61552
OG0002233	adi2mcaRNA38614_R0, augustus.g63894.t1	g20859
OG0002234	adi2mcaRNA3884_R1, augustus.g33466.t1	g47027
OG0002235	adi2mcaRNA39233_R0, adi2mcaRNA39233_R5	g42857
OG0002236	adi2mcaRNA39280_R4, augustus.g5414.t1	g57759
OG0002237	adi2mcaRNA39313_R1, augustus.g55947.t1	g20786
OG0002238	adi2mcaRNA39402_R2	g42975, g42978
OG0002239	adi2mcaRNA39413_R2	g40865, g59096
OG0002240	adi2mcaRNA39462_R1, augustus.g60937.t1	g33566
OG0002241	adi2mcaRNA39520_R2	g42354, g42360
OG0002242	adi2mcaRNA39938_R1, augustus.g8351.t1	g61300
OG0002243	adi2mcaRNA3995_R0	g1024, g1027
OG0002244	adi2mcaRNA39998_R4	g44525, g57819
OG0002245	adi2mcaRNA40052_R5	g17728, g27113
OG0002246	adi2mcaRNA40352_R0	g19659, g19662
OG0002247	adi2mcaRNA40554_R0, adi2mcaRNA40554_R1	g56212
OG0002248	adi2mcaRNA40654_R0	g1303, g33922
OG0002249	adi2mcaRNA4067_R1, augustus.g66221.t1	g1694
OG0002250	adi2mcaRNA40833_R0, adi2mcaRNA40833_R1	g1218
OG0002251	adi2mcaRNA41162_R2, adi2mcaRNA41162_R3	g58505
OG0002252	adi2mcaRNA41288_R3	g16676, g57385
OG0002253	adi2mcaRNA41342_R0, augustus.g58395.t1	g33198
OG0002254	adi2mcaRNA41597_R0, augustus.g30193.t1	g31353
OG0002255	adi2mcaRNA41672_R8, adi2mcaRNA41672_R9	g10336
OG0002256	adi2mcaRNA4183_R0, adi2mcaRNA4183_R1	g63921
OG0002257	adi2mcaRNA4184_R0, adi2mcaRNA4184_R1	g63923
OG0002258	adi2mcaRNA4241_R2, augustus.g19626.t1	g48776
OG0002259	adi2mcaRNA4256_R0	g11541, g40276
OG0002260	adi2mcaRNA4313_R1, augustus.g4319.t1	g13548
OG0002261	adi2mcaRNA434_R0	g30869, g30892
OG0002262	adi2mcaRNA4478_R1, augustus.g68545.t1	g44947
OG0002263	adi2mcaRNA4492_R0, augustus.g17454.t1	g54159
OG0002264	adi2mcaRNA4537_R1	g24723, g24724
OG0002265	adi2mcaRNA4628_R0, adi2mcaRNA4628_R1	g18199
OG0002266	adi2mcaRNA4632_R0, adi2mcaRNA4632_R1	g18210
OG0002267	adi2mcaRNA4727_R0, adi2mcaRNA4727_R1	g22438
OG0002268	adi2mcaRNA4853_R0, adi2mcaRNA4853_R1	g59265
OG0002269	adi2mcaRNA4908_R4, adi2mcaRNA4908_R5	g29791
OG0002270	adi2mcaRNA5086_R1, augustus.g33742.t1	g39295
OG0002271	adi2mcaRNA5107_R0	g352, g354
OG0002272	adi2mcaRNA5281_R6	g31398, g31399
OG0002273	adi2mcaRNA5395_R5	g3310, g42380
OG0002274	adi2mcaRNA5413_R0, augustus.g12281.t1	g19125
OG0002275	adi2mcaRNA552_R0	g18068, g52232
OG0002276	adi2mcaRNA552_R5, adi2mcaRNA552_R9	g43981
OG0002277	adi2mcaRNA5604_R0, adi2mcaRNA5604_R1	g11752
OG0002278	adi2mcaRNA5631_R1, augustus.g3261.t1	g60430
OG0002279	adi2mcaRNA5639_R1, augustus.g12345.t1	g41961
OG0002280	adi2mcaRNA5721_R0, augustus.g16571.t1	g18937
OG0002281	adi2mcaRNA578_R0	g27103, g50857
OG0002282	adi2mcaRNA5938_R1, augustus.g16443.t1	g55248
OG0002283	adi2mcaRNA6058_R1, augustus.g63828.t1	g2705
OG0002284	adi2mcaRNA6067_R1, augustus.g63834.t1	g34351
OG0002285	adi2mcaRNA6074_R0, adi2mcaRNA6074_R1	g17837
OG0002286	adi2mcaRNA6103_R0, adi2mcaRNA6103_R1	g64022
OG0002287	adi2mcaRNA614_R6	g25948, g36187
OG0002288	adi2mcaRNA6204_R9	g27254, g58594
OG0002289	adi2mcaRNA6260_R6, adi2mcaRNA6260_R8	g4112
OG0002290	adi2mcaRNA6492_R0, augustus.g7259.t1	g12688
OG0002291	adi2mcaRNA6494_R8, adi2mcaRNA8652_R3	g48944
OG0002292	adi2mcaRNA6692_R0, augustus.g17410.t1	g20011
OG0002293	adi2mcaRNA6779_R0, adi2mcaRNA6779_R1	g34730
OG0002294	adi2mcaRNA6803_R1, augustus.g56571.t1	g64180
OG0002295	adi2mcaRNA6900_R1, augustus.g23842.t1	g61186
OG0002296	adi2mcaRNA7081_R2	g37820, g37822
OG0002297	adi2mcaRNA708_R0, augustus.g5075.t1	g28669
OG0002298	adi2mcaRNA7122_R0, augustus.g18522.t1	g27902
OG0002299	adi2mcaRNA7280_R1, augustus.g28197.t1	g13959
OG0002300	adi2mcaRNA7330_R7	g62543, g62568
OG0002301	adi2mcaRNA7360_R0, adi2mcaRNA7360_R1	g33172
OG0002302	adi2mcaRNA7364_R2, adi2mcaRNA7364_R3	g43429
OG0002303	adi2mcaRNA7371_R4	g44823, g63041
OG0002304	adi2mcaRNA7635_R0	g31734, g7835
OG0002305	adi2mcaRNA7759_R0, adi2mcaRNA7759_R1	g29128
OG0002306	adi2mcaRNA7915_R0	g46220, g46228
OG0002307	adi2mcaRNA7970_R1, augustus.g37957.t1	g61881
OG0002308	adi2mcaRNA7999_R1, augustus.g37979.t1	g50243
OG0002309	adi2mcaRNA8079_R3, adi2mcaRNA8079_R4	g157
OG0002310	adi2mcaRNA8188_R0, augustus.g60411.t1	g60741
OG0002311	adi2mcaRNA8293_R0, adi2mcaRNA8293_R1	g22356
OG0002312	adi2mcaRNA8339_R1, adi2mcaRNA8339_R3	g49826
OG0002313	adi2mcaRNA8441_R0, adi2mcaRNA8441_R1	g33384
OG0002314	adi2mcaRNA8483_R0, augustus.g18607.t1	g35219
OG0002315	adi2mcaRNA8626_R2, augustus.g34849.t1	g46519
OG0002316	adi2mcaRNA869_R0	g17808, g17810
OG0002317	adi2mcaRNA8743_R1, augustus.g54472.t1	g48807
OG0002318	adi2mcaRNA8956_R5	g10183, g55202
OG0002319	adi2mcaRNA8971_R1, augustus.g60334.t1	g6084
OG0002320	adi2mcaRNA8976_R0, augustus.g60331.t1	g6099
OG0002321	adi2mcaRNA9007_R0, adi2mcaRNA9007_R1	g41890
OG0002322	adi2mcaRNA916_R2, augustus.g13909.t1, augustus.g63384.t1	
OG0002323	adi2mcaRNA9318_R1, augustus.g59999.t1	g38791
OG0002324	adi2mcaRNA9460_R1, augustus.g60612.t1	g2979
OG0002325	adi2mcaRNA9475_R4	g37311, g38111
OG0002326	adi2mcaRNA9549_R1, augustus.g54212.t1	g5392
OG0002327	adi2mcaRNA9622_R1, augustus.g14856.t1	g53218
OG0002328	adi2mcaRNA9687_R0, augustus.g17069.t1	g22286
OG0002329	adi2mcaRNA9704_R0, augustus.g1361.t1	g22259
OG0002330	adi2mcaRNA9756_R3	g39377, g39389
OG0002331	adi2mcaRNA977_R1, augustus.g68341.t1	g28071
OG0002332	adi2mcaRNA9787_R0, adi2mcaRNA9787_R1	g21220
OG0002333	adi2mcaRNA9888_R1, augustus.g6680.t1	g19736
OG0002334	adi2mcaRNA9889_R0, adi2mcaRNA9889_R1	g48099
OG0002335	adi2mcaRNA9997_R0	g37308, g52285
OG0002336	augustus.g10039.t1, augustus.g55243.t1	g43143
OG0002337	augustus.g101.t1, augustus.g70603.t1	g3754
OG0002338	augustus.g10113.t1, augustus.g56131.t1	g33755
OG0002339	augustus.g10116.t1, augustus.g56128.t1	g33653
OG0002340	augustus.g1013.t1, augustus.g59671.t1	g22881
OG0002341	augustus.g1014.t1, augustus.g59672.t1	g22883
OG0002342	augustus.g10164.t1, augustus.g4158.t1	g62485
OG0002343	augustus.g1017.t1, augustus.g59676.t1	g22890
OG0002344	augustus.g10181.t1	g8854, g8856
OG0002345	augustus.g10227.t1, augustus.g64943.t1	g17062
OG0002346	augustus.g10245.t1, augustus.g9231.t1	g51985
OG0002347	augustus.g10246.t1, augustus.g9232.t1	g51984
OG0002348	augustus.g10248.t1, augustus.g9234.t1	g51980
OG0002349	augustus.g10249.t1, augustus.g9235.t1	g51976
OG0002350	augustus.g10250.t1, augustus.g9236.t1	g51974
OG0002351	augustus.g10251.t1, augustus.g9237.t1	g51971
OG0002352	augustus.g10267.t1, augustus.g17013.t1	g44689
OG0002353	augustus.g10307.t1, augustus.g65571.t1	g49632
OG0002354	augustus.g10350.t1	g27718, g42960
OG0002355	augustus.g10352.t1, augustus.g3453.t1	g61509
OG0002356	augustus.g10375.t1, augustus.g63827.t1	g64002
OG0002357	augustus.g10380.t1, augustus.g16198.t1, augustus.g63831.t1	
OG0002358	augustus.g10384.t1, augustus.g63835.t1	g34349
OG0002359	augustus.g10386.t1, augustus.g63837.t1	g17860
OG0002360	augustus.g10391.t1, augustus.g10396.t1	g27699
OG0002361	augustus.g10392.t1, augustus.g10397.t1	g25894
OG0002362	augustus.g10400.t1, augustus.g68725.t1	g14192
OG0002363	augustus.g10404.t1, augustus.g68727.t1	g62532
OG0002364	augustus.g10406.t1, augustus.g15610.t1	g33201
OG0002365	augustus.g10408.t1, augustus.g15612.t1	g42723
OG0002366	augustus.g10419.t1, augustus.g24271.t1	g2775
OG0002367	augustus.g10462.t1, augustus.g41122.t1	g22487
OG0002368	augustus.g10474.t1	g17791, g46194
OG0002369	augustus.g10475.t1, augustus.g14553.t1	g49193
OG0002370	augustus.g10573.t1, augustus.g50719.t1	g53380
OG0002371	augustus.g10579.t1, augustus.g50725.t1	g4640
OG0002372	augustus.g10585.t1	g27309, g27316
OG0002373	augustus.g10606.t1, augustus.g66829.t1	g53452
OG0002374	augustus.g10607.t1, augustus.g66828.t1	g53454
OG0002375	augustus.g10609.t1, augustus.g66826.t1	g53455
OG0002376	augustus.g10610.t1, augustus.g66825.t1	g20120
OG0002377	augustus.g10611.t1, augustus.g66824.t1	g20118
OG0002378	augustus.g10682.t1, augustus.g27204.t1	g29559
OG0002379	augustus.g10683.t1, augustus.g27203.t1	g29562
OG0002380	augustus.g10684.t1, augustus.g27202.t1	g29565
OG0002381	augustus.g10685.t1, augustus.g27201.t1	g29569
OG0002382	augustus.g10689.t1, augustus.g13201.t1	g5729
OG0002383	augustus.g10690.t1, augustus.g18259.t1	g5727
OG0002384	augustus.g10693.t1	g37793, g49161
OG0002385	augustus.g10727.t1, augustus.g38659.t1	g7114
OG0002386	augustus.g10730.t1, augustus.g62800.t1	g63979
OG0002387	augustus.g10733.t1, augustus.g62803.t1	g37040
OG0002388	augustus.g10736.t1, augustus.g62808.t1	g37043
OG0002389	augustus.g10750.t1, augustus.g36263.t1, augustus.g6836.t1	
OG0002390	augustus.g10758.t1, augustus.g59538.t1	g52914
OG0002391	augustus.g10809.t1, augustus.g61688.t1	g63939
OG0002392	augustus.g10824.t1, augustus.g525.t1	g43046
OG0002393	augustus.g10870.t1, augustus.g39264.t1	g38260
OG0002394	augustus.g10871.t1, augustus.g39263.t1	g38259
OG0002395	augustus.g10872.t1, augustus.g39262.t1	g38257
OG0002396	augustus.g10874.t1, augustus.g39260.t1	g38255
OG0002397	augustus.g10881.t1, augustus.g9265.t1	g38252
OG0002398	augustus.g10883.t1, augustus.g69545.t1	g54074
OG0002399	augustus.g10884.t1, augustus.g69546.t1	g54077
OG0002400	augustus.g10900.t1, augustus.g44170.t1	g3725
OG0002401	augustus.g10902.t1, augustus.g44172.t1	g3716
OG0002402	augustus.g10910.t1, augustus.g57775.t1	g21512
OG0002403	augustus.g10918.t1	g19370, g19374
OG0002404	augustus.g10925.t1, augustus.g17291.t1	g41289
OG0002405	augustus.g10932.t1, augustus.g15430.t1	g43662
OG0002406	augustus.g10957.t1, augustus.g39041.t1	g32705
OG0002407	augustus.g10967.t1, augustus.g23661.t1	g5693
OG0002408	augustus.g11014.t1, augustus.g5058.t1	g19168
OG0002409	augustus.g11061.t1, augustus.g34693.t1	g18803
OG0002410	augustus.g11062.t1, augustus.g34692.t1	g18806
OG0002411	augustus.g11075.t1, augustus.g46283.t1	g48247
