"","category","WGBS","RRBS","MBDBS","Term","GOterm_desc"
"213","GO:0015278",0.0442676548071383,0.00062046704918232,0.00810430620157059,"calcium-release channel activity","GO:0015278 calcium-release channel activity"
"214","GO:0097604",0.0452962454167068,0.00069443848005245,0.0023376461046604,"temperature-gated cation channel activity","GO:0097604 temperature-gated cation channel activity"
"215","GO:0051117",0.0471275739463509,0.000174102590359716,0.0424473579506356,"ATPase binding","GO:0051117 ATPase binding"
"216","GO:0033613",0.0473148771256547,NA,NA,"activating transcription factor binding","GO:0033613 activating transcription factor binding"
"217","GO:0005125",0.0478728010877346,0.00564632745420454,NA,"cytokine activity","GO:0005125 cytokine activity"
"218","GO:0097110",0.0479027652294249,0.000574822802990882,NA,"scaffold protein binding","GO:0097110 scaffold protein binding"
"219","GO:0043325",0.0487136458968227,0.0237803236280955,NA,"phosphatidylinositol-3,4-bisphosphate binding","GO:0043325 phosphatidylinositol-3,4-bisphosphate binding"
"220","GO:0070403",0.048856888331893,0.00448423695905216,0.0495592154411632,"NAD+ binding","GO:0070403 NAD+ binding"
"221","GO:0030553",0.0490184122918604,0.00687540384137922,0.00418711606033813,"cGMP binding","GO:0030553 cGMP binding"
"222","GO:0004867",0.0490257990313204,0.00892928238005859,NA,"serine-type endopeptidase inhibitor activity","GO:0004867 serine-type endopeptidase inhibitor activity"
"223","GO:0008559",0.0495316655304624,0.0235576552134064,NA,"ATPase-coupled xenobiotic transmembrane transporter activity","GO:0008559 ATPase-coupled xenobiotic transmembrane transporter activity"
"224","GO:0051015",NA,2.46440707242361e-08,0.00037215407614039,"actin filament binding","GO:0051015 actin filament binding"
"225","GO:0047485",NA,1.15875519099123e-07,NA,"protein N-terminus binding","GO:0047485 protein N-terminus binding"
"226","GO:1904315",NA,5.22326871549641e-06,NA,"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential","GO:1904315 transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential"
"227","GO:0004674",NA,6.01345469001921e-06,0.0460633664818081,"protein serine/threonine kinase activity","GO:0004674 protein serine/threonine kinase activity"
"228","GO:0042166",NA,1.26710616002202e-05,NA,"acetylcholine binding","GO:0042166 acetylcholine binding"
"229","GO:0005198",NA,1.45896087941521e-05,0.0113585813024068,"structural molecule activity","GO:0005198 structural molecule activity"
"230","GO:0022848",NA,1.99405114337537e-05,NA,"acetylcholine-gated cation-selective channel activity","GO:0022848 acetylcholine-gated cation-selective channel activity"
"231","GO:0017081",NA,9.16920657529597e-05,NA,"chloride channel regulator activity","GO:0017081 chloride channel regulator activity"
"232","GO:0015464",NA,9.22341573915308e-05,NA,"acetylcholine receptor activity","GO:0015464 acetylcholine receptor activity"
"233","GO:0043422",NA,0.000115618717422558,NA,"protein kinase B binding","GO:0043422 protein kinase B binding"
"234","GO:0005164",NA,0.000122437563551825,0.0140747608562392,"tumor necrosis factor receptor binding","GO:0005164 tumor necrosis factor receptor binding"
"235","GO:0031996",NA,0.000131652938763334,NA,"thioesterase binding","GO:0031996 thioesterase binding"
"236","GO:0042826",NA,0.000160505306389871,0.0150148522142591,"histone deacetylase binding","GO:0042826 histone deacetylase binding"
"237","GO:0016301",NA,0.000239786575389521,NA,"kinase activity","GO:0016301 kinase activity"
"238","GO:0004965",NA,0.000292647345936399,0.0121977858559229,"G protein-coupled GABA receptor activity","GO:0004965 G protein-coupled GABA receptor activity"
"239","GO:0000287",NA,0.00042096030206108,NA,"magnesium ion binding","GO:0000287 magnesium ion binding"
"240","GO:0043565",NA,0.000450949675903176,0.000446285077401322,"sequence-specific DNA binding","GO:0043565 sequence-specific DNA binding"
"241","GO:0031435",NA,0.000454016101299077,NA,"mitogen-activated protein kinase kinase kinase binding","GO:0031435 mitogen-activated protein kinase kinase kinase binding"
"242","GO:0008066",NA,0.000587388517938954,NA,"glutamate receptor activity","GO:0008066 glutamate receptor activity"
"243","GO:0015279",NA,0.000678907939437337,0.0125966322111401,"store-operated calcium channel activity","GO:0015279 store-operated calcium channel activity"
"244","GO:0017124",NA,0.000712687589405567,NA,"SH3 domain binding","GO:0017124 SH3 domain binding"
"245","GO:0016706",NA,0.000836373225756103,NA,"2-oxoglutarate-dependent dioxygenase activity","GO:0016706 2-oxoglutarate-dependent dioxygenase activity"
"246","GO:0031624",NA,0.000913265070854056,NA,"ubiquitin conjugating enzyme binding","GO:0031624 ubiquitin conjugating enzyme binding"
"247","GO:0004970",NA,0.000980463043957322,NA,"ionotropic glutamate receptor activity","GO:0004970 ionotropic glutamate receptor activity"
"248","GO:0015276",NA,0.00105450944763044,0.0373412081687239,"ligand-gated ion channel activity","GO:0015276 ligand-gated ion channel activity"
"249","GO:0043531",NA,0.0012679945617317,NA,"ADP binding","GO:0043531 ADP binding"
"250","GO:0003684",NA,0.00140311615411787,0.0214386745660859,"damaged DNA binding","GO:0003684 damaged DNA binding"
"251","GO:0005254",NA,0.00168684474679206,NA,"chloride channel activity","GO:0005254 chloride channel activity"
"252","GO:0004806",NA,0.00174751226443571,NA,"triglyceride lipase activity","GO:0004806 triglyceride lipase activity"
"253","GO:0005385",NA,0.00178863206700155,NA,"zinc ion transmembrane transporter activity","GO:0005385 zinc ion transmembrane transporter activity"
"254","GO:0017060",NA,0.00190517656023524,NA,"3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity","GO:0017060 3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity"
"255","GO:0051018",NA,0.0020631434812723,NA,"protein kinase A binding","GO:0051018 protein kinase A binding"
"256","GO:0043395",NA,0.00209035909045861,NA,"heparan sulfate proteoglycan binding","GO:0043395 heparan sulfate proteoglycan binding"
"257","GO:0046920",NA,0.00211930157842009,NA,"alpha-(1->3)-fucosyltransferase activity","GO:0046920 alpha-(1->3)-fucosyltransferase activity"
"258","GO:0015301",NA,0.00235426154519283,NA,"anion:anion antiporter activity","GO:0015301 anion:anion antiporter activity"
"259","GO:0004890",NA,0.00244838708829489,NA,"GABA-A receptor activity","GO:0004890 GABA-A receptor activity"
"260","GO:0070034",NA,0.002760376693927,0.0345957577599883,"telomerase RNA binding","GO:0070034 telomerase RNA binding"
"261","GO:0017048",NA,0.00287731157477906,NA,"Rho GTPase binding","GO:0017048 Rho GTPase binding"
"262","GO:0005539",NA,0.00341183508714773,NA,"glycosaminoglycan binding","GO:0005539 glycosaminoglycan binding"
"263","GO:0005089",NA,0.00344139245205509,NA,"Rho guanyl-nucleotide exchange factor activity","GO:0005089 Rho guanyl-nucleotide exchange factor activity"
"264","GO:0042813",NA,0.00348425923876366,0.00108475528658142,"Wnt-activated receptor activity","GO:0042813 Wnt-activated receptor activity"
"265","GO:0052907",NA,0.00432754157944339,NA,"23S rRNA (adenine(1618)-N(6))-methyltransferase activity","GO:0052907 23S rRNA (adenine(1618)-N(6))-methyltransferase activity"
"266","GO:0008509",NA,0.00443564400841688,NA,"anion transmembrane transporter activity","GO:0008509 anion transmembrane transporter activity"
"267","GO:0031418",NA,0.00454044258978264,0.0488603589786059,"L-ascorbic acid binding","GO:0031418 L-ascorbic acid binding"
"268","GO:0031434",NA,0.00459776814398556,NA,"mitogen-activated protein kinase kinase binding","GO:0031434 mitogen-activated protein kinase kinase binding"
"269","GO:0008239",NA,0.00520551101015663,0.00379206345463778,"dipeptidyl-peptidase activity","GO:0008239 dipeptidyl-peptidase activity"
"270","GO:0004303",NA,0.00521853659117472,NA,"estradiol 17-beta-dehydrogenase activity","GO:0004303 estradiol 17-beta-dehydrogenase activity"
"271","GO:0004745",NA,0.00541151498909381,NA,"retinol dehydrogenase activity","GO:0004745 retinol dehydrogenase activity"
"272","GO:0016746",NA,0.00550053046186962,NA,"transferase activity, transferring acyl groups","GO:0016746 transferase activity, transferring acyl groups"
"273","GO:0051011",NA,0.00571999965273563,NA,"microtubule minus-end binding","GO:0051011 microtubule minus-end binding"
"274","GO:0008226",NA,0.00577464550048308,NA,"tyramine receptor activity","GO:0008226 tyramine receptor activity"
"275","GO:0003690",NA,0.00593179091545477,NA,"double-stranded DNA binding","GO:0003690 double-stranded DNA binding"
"276","GO:0008574",NA,0.00606323903794292,NA,"ATP-dependent microtubule motor activity, plus-end-directed","GO:0008574 ATP-dependent microtubule motor activity, plus-end-directed"
"277","GO:0015129",NA,0.00634199694989129,0.00340945912993418,"lactate transmembrane transporter activity","GO:0015129 lactate transmembrane transporter activity"
"278","GO:0070577",NA,0.00646128333073966,NA,"lysine-acetylated histone binding","GO:0070577 lysine-acetylated histone binding"
"279","GO:0008519",NA,0.00667942957250206,NA,"ammonium transmembrane transporter activity","GO:0008519 ammonium transmembrane transporter activity"
"280","GO:0015643",NA,0.00685165125999484,NA,"toxic substance binding","GO:0015643 toxic substance binding"
"281","GO:0051536",NA,0.00720810297934962,0.00455335521066081,"iron-sulfur cluster binding","GO:0051536 iron-sulfur cluster binding"
"282","GO:0070290",NA,0.00776574344346772,NA,"N-acylphosphatidylethanolamine-specific phospholipase D activity","GO:0070290 N-acylphosphatidylethanolamine-specific phospholipase D activity"
"283","GO:0005200",NA,0.00781100396777572,0.00233070019344802,"structural constituent of cytoskeleton","GO:0005200 structural constituent of cytoskeleton"
"284","GO:0015116",NA,0.00788003441315699,NA,"sulfate transmembrane transporter activity","GO:0015116 sulfate transmembrane transporter activity"
"285","GO:0005484",NA,0.00789902559399318,NA,"SNAP receptor activity","GO:0005484 SNAP receptor activity"
"286","GO:0003729",NA,0.00802204253616628,NA,"mRNA binding","GO:0003729 mRNA binding"
"287","GO:0004709",NA,0.00817018702298388,NA,"MAP kinase kinase kinase activity","GO:0004709 MAP kinase kinase kinase activity"
"288","GO:0016788",NA,0.00834521985776918,NA,"hydrolase activity, acting on ester bonds","GO:0016788 hydrolase activity, acting on ester bonds"
"289","GO:0048365",NA,0.0085650041610054,0.0164809271145906,"Rac GTPase binding","GO:0048365 Rac GTPase binding"
"290","GO:0004089",NA,0.00887845638430837,NA,"carbonate dehydratase activity","GO:0004089 carbonate dehydratase activity"
"291","GO:0070064",NA,0.00892345279447783,NA,"proline-rich region binding","GO:0070064 proline-rich region binding"
"292","GO:0010521",NA,0.00912292142232676,NA,"telomerase inhibitor activity","GO:0010521 telomerase inhibitor activity"
"293","GO:0048027",NA,0.00916366301299334,NA,"mRNA 5'-UTR binding","GO:0048027 mRNA 5'-UTR binding"
"294","GO:0008395",NA,0.00928310854782535,0.0126500091626351,"steroid hydroxylase activity","GO:0008395 steroid hydroxylase activity"
"295","GO:0005113",NA,0.00956742420178415,NA,"patched binding","GO:0005113 patched binding"
"296","GO:0016018",NA,0.00961519940163323,0.00996531184329641,"cyclosporin A binding","GO:0016018 cyclosporin A binding"
"297","GO:0001734",NA,0.00979927914408786,NA,"mRNA (N6-adenosine)-methyltransferase activity","GO:0001734 mRNA (N6-adenosine)-methyltransferase activity"
"298","GO:0004879",NA,0.00983170819788324,NA,"nuclear receptor activity","GO:0004879 nuclear receptor activity"
"299","GO:0045504",NA,0.0098600807617367,NA,"dynein heavy chain binding","GO:0045504 dynein heavy chain binding"
"300","GO:0008271",NA,0.0100445852476293,NA,"secondary active sulfate transmembrane transporter activity","GO:0008271 secondary active sulfate transmembrane transporter activity"
"301","GO:0032451",NA,0.0102105009189503,NA,"demethylase activity","GO:0032451 demethylase activity"
"302","GO:0051371",NA,0.01027671968526,NA,"muscle alpha-actinin binding","GO:0051371 muscle alpha-actinin binding"
"303","GO:0051537",NA,0.0105147207076002,NA,"2 iron, 2 sulfur cluster binding","GO:0051537 2 iron, 2 sulfur cluster binding"
"304","GO:0005246",NA,0.0107025088425208,0.0206073445993323,"calcium channel regulator activity","GO:0005246 calcium channel regulator activity"
"305","GO:0042805",NA,0.0110916065329722,NA,"actinin binding","GO:0042805 actinin binding"
"306","GO:0042626",NA,0.0114459591918756,NA,"ATPase-coupled transmembrane transporter activity","GO:0042626 ATPase-coupled transmembrane transporter activity"
"307","GO:0052650",NA,0.0116161586523011,NA,"NADP-retinol dehydrogenase activity","GO:0052650 NADP-retinol dehydrogenase activity"
"308","GO:0046875",NA,0.0116517116624773,NA,"ephrin receptor binding","GO:0046875 ephrin receptor binding"
"309","GO:0004383",NA,0.0117115465222485,NA,"guanylate cyclase activity","GO:0004383 guanylate cyclase activity"
"310","GO:0005313",NA,0.0117426845422454,NA,"L-glutamate transmembrane transporter activity","GO:0005313 L-glutamate transmembrane transporter activity"
"311","GO:0000977",NA,0.0120601820731055,0.0197768660019433,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","GO:0000977 RNA polymerase II transcription regulatory region sequence-specific DNA binding"
"312","GO:0004971",NA,0.0122365574869686,NA,"AMPA glutamate receptor activity","GO:0004971 AMPA glutamate receptor activity"
"313","GO:0120048",NA,0.0124175127092173,NA,"U6 snRNA (adenine-(43)-N(6))-methyltransferase activity","GO:0120048 U6 snRNA (adenine-(43)-N(6))-methyltransferase activity"
"314","GO:0016757",NA,0.0126349808115138,NA,"transferase activity, transferring glycosyl groups","GO:0016757 transferase activity, transferring glycosyl groups"
"315","GO:0046935",NA,0.0130812491678821,NA,"1-phosphatidylinositol-3-kinase regulator activity","GO:0046935 1-phosphatidylinositol-3-kinase regulator activity"
"316","GO:0019010",NA,0.0131732472453724,NA,"farnesoic acid O-methyltransferase activity","GO:0019010 farnesoic acid O-methyltransferase activity"
"317","GO:0035049",NA,0.0131732472453724,NA,"juvenile hormone acid methyltransferase activity","GO:0035049 juvenile hormone acid methyltransferase activity"
"318","GO:0008409",NA,0.0137525522880471,NA,"5'-3' exonuclease activity","GO:0008409 5'-3' exonuclease activity"
"319","GO:0005080",NA,0.0141089572628676,NA,"protein kinase C binding","GO:0005080 protein kinase C binding"
"320","GO:0004563",NA,0.0142757810369356,NA,"beta-N-acetylhexosaminidase activity","GO:0004563 beta-N-acetylhexosaminidase activity"
"321","GO:0102148",NA,0.0142757810369356,NA,"N-acetyl-beta-D-galactosaminidase activity","GO:0102148 N-acetyl-beta-D-galactosaminidase activity"
"322","GO:0017016",NA,0.0145638926976621,NA,"Ras GTPase binding","GO:0017016 Ras GTPase binding"
"323","GO:0036374",NA,0.0151445636146466,NA,"glutathione hydrolase activity","GO:0036374 glutathione hydrolase activity"
"324","GO:0102953",NA,0.0151445636146466,NA,"hypoglycin A gamma-glutamyl transpeptidase activity","GO:0102953 hypoglycin A gamma-glutamyl transpeptidase activity"
"325","GO:0103068",NA,0.0151445636146466,NA,"leukotriene C4 gamma-glutamyl transferase activity","GO:0103068 leukotriene C4 gamma-glutamyl transferase activity"
"326","GO:0098633",NA,0.0152312084550822,NA,"collagen fibril binding","GO:0098633 collagen fibril binding"
"327","GO:0050661",NA,0.0159750540046867,NA,"NADP binding","GO:0050661 NADP binding"
"328","GO:0035613",NA,0.0161369553002847,NA,"RNA stem-loop binding","GO:0035613 RNA stem-loop binding"
"329","GO:0008047",NA,0.0163405603525154,0.00848309786914504,"enzyme activator activity","GO:0008047 enzyme activator activity"
"330","GO:0008109",NA,0.016612410347645,NA,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity","GO:0008109 N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity"
"331","GO:0031433",NA,0.0166802383605692,NA,"telethonin binding","GO:0031433 telethonin binding"
"332","GO:0019905",NA,0.0168458178440125,NA,"syntaxin binding","GO:0019905 syntaxin binding"
"333","GO:0005222",NA,0.0168943177344301,0.00336954444277945,"intracellular cAMP-activated cation channel activity","GO:0005222 intracellular cAMP-activated cation channel activity"
"334","GO:0003993",NA,0.016960308864864,0.0123131913650553,"acid phosphatase activity","GO:0003993 acid phosphatase activity"
"335","GO:0030983",NA,0.0169696693364362,NA,"mismatched DNA binding","GO:0030983 mismatched DNA binding"
"336","GO:0005242",NA,0.0172822828509375,0.0270102428848711,"inward rectifier potassium channel activity","GO:0005242 inward rectifier potassium channel activity"
"337","GO:0017112",NA,0.0175198539168773,NA,"Rab guanyl-nucleotide exchange factor activity","GO:0017112 Rab guanyl-nucleotide exchange factor activity"
"338","GO:0050649",NA,0.0176371489033122,NA,"testosterone 6-beta-hydroxylase activity","GO:0050649 testosterone 6-beta-hydroxylase activity"
"339","GO:0000048",NA,0.0191019597909499,NA,"peptidyltransferase activity","GO:0000048 peptidyltransferase activity"
"340","GO:0016594",NA,0.0194045828379574,0.0011478877527546,"glycine binding","GO:0016594 glycine binding"
"341","GO:0061501",NA,0.0195200698913417,NA,"cyclic-GMP-AMP synthase activity","GO:0061501 cyclic-GMP-AMP synthase activity"
"342","GO:0004860",NA,0.0196332675224448,NA,"protein kinase inhibitor activity","GO:0004860 protein kinase inhibitor activity"
"343","GO:0016791",NA,0.0204668724336951,NA,"phosphatase activity","GO:0016791 phosphatase activity"
"344","GO:0097677",NA,0.0206282209976654,NA,"STAT family protein binding","GO:0097677 STAT family protein binding"
"345","GO:0003691",NA,0.0206411924777275,NA,"double-stranded telomeric DNA binding","GO:0003691 double-stranded telomeric DNA binding"
"346","GO:0005237",NA,0.0207626751410762,NA,"inhibitory extracellular ligand-gated ion channel activity","GO:0005237 inhibitory extracellular ligand-gated ion channel activity"
"347","GO:0008171",NA,0.0209554108106621,NA,"O-methyltransferase activity","GO:0008171 O-methyltransferase activity"
"348","GO:0016298",NA,0.0210213497445091,NA,"lipase activity","GO:0016298 lipase activity"
"349","GO:0017128",NA,0.021417954549293,NA,"phospholipid scramblase activity","GO:0017128 phospholipid scramblase activity"
"350","GO:0008092",NA,0.0214972401689568,NA,"cytoskeletal protein binding","GO:0008092 cytoskeletal protein binding"
"351","GO:0140078",NA,0.021514141400883,NA,"class I DNA-(apurinic or apyrimidinic site) endonuclease activity","GO:0140078 class I DNA-(apurinic or apyrimidinic site) endonuclease activity"
"352","GO:0004438",NA,0.0216902294517611,NA,"phosphatidylinositol-3-phosphatase activity","GO:0004438 phosphatidylinositol-3-phosphatase activity"
"353","GO:0030331",NA,0.0217357823673894,0.0158280030439148,"estrogen receptor binding","GO:0030331 estrogen receptor binding"
"354","GO:0031491",NA,0.022117502415683,NA,"nucleosome binding","GO:0031491 nucleosome binding"
"355","GO:0004017",NA,0.022380154420036,NA,"adenylate kinase activity","GO:0004017 adenylate kinase activity"
"356","GO:0009374",NA,0.0226934391949562,0.0453076441679627,"biotin binding","GO:0009374 biotin binding"
"357","GO:0016208",NA,0.0227178315527365,NA,"AMP binding","GO:0016208 AMP binding"
"358","GO:0099508",NA,0.0231217005968408,0.00162124403095012,"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential","GO:0099508 voltage-gated ion channel activity involved in regulation of presynaptic membrane potential"
"359","GO:0001540",NA,0.0233609869223706,NA,"amyloid-beta binding","GO:0001540 amyloid-beta binding"
"360","GO:0022851",NA,0.0236080389750279,NA,"GABA-gated chloride ion channel activity","GO:0022851 GABA-gated chloride ion channel activity"
"361","GO:0050659",NA,0.0246173637879134,0.0302636066051384,"N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity","GO:0050659 N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity"
"362","GO:0005049",NA,0.0246451866454673,NA,"nuclear export signal receptor activity","GO:0005049 nuclear export signal receptor activity"
"363","GO:0005248",NA,0.0248053180698249,NA,"voltage-gated sodium channel activity","GO:0005248 voltage-gated sodium channel activity"
"364","GO:0008173",NA,0.0250532843483002,0.0344340965340217,"RNA methyltransferase activity","GO:0008173 RNA methyltransferase activity"
"365","GO:1990381",NA,0.0251536761963977,NA,"ubiquitin-specific protease binding","GO:1990381 ubiquitin-specific protease binding"
"366","GO:0042162",NA,0.0255082509080153,NA,"telomeric DNA binding","GO:0042162 telomeric DNA binding"
"367","GO:0004467",NA,0.0257917103195389,0.0445720312533629,"long-chain fatty acid-CoA ligase activity","GO:0004467 long-chain fatty acid-CoA ligase activity"
"368","GO:0008656",NA,0.0258486210838014,NA,"cysteine-type endopeptidase activator activity involved in apoptotic process","GO:0008656 cysteine-type endopeptidase activator activity involved in apoptotic process"
"369","GO:0038187",NA,0.0261704131261694,NA,"pattern recognition receptor activity","GO:0038187 pattern recognition receptor activity"
"370","GO:0004503",NA,0.0262222313191152,NA,"monophenol monooxygenase activity","GO:0004503 monophenol monooxygenase activity"
"371","GO:0042974",NA,0.0274685331490998,NA,"retinoic acid receptor binding","GO:0042974 retinoic acid receptor binding"
"372","GO:0042043",NA,0.0275514494412343,NA,"neurexin family protein binding","GO:0042043 neurexin family protein binding"
"373","GO:0004402",NA,0.027809574377189,NA,"histone acetyltransferase activity","GO:0004402 histone acetyltransferase activity"
"374","GO:0051575",NA,0.0279779700069015,NA,"5'-deoxyribose-5-phosphate lyase activity","GO:0051575 5'-deoxyribose-5-phosphate lyase activity"
"375","GO:0004111",NA,0.0293336340116879,NA,"creatine kinase activity","GO:0004111 creatine kinase activity"
"376","GO:0015347",NA,0.0298744049922426,NA,"sodium-independent organic anion transmembrane transporter activity","GO:0015347 sodium-independent organic anion transmembrane transporter activity"
"377","GO:0097159",NA,0.0300228705199861,NA,"organic cyclic compound binding","GO:0097159 organic cyclic compound binding"
"378","GO:0008135",NA,0.0300429265139929,NA,"translation factor activity, RNA binding","GO:0008135 translation factor activity, RNA binding"
"379","GO:0022843",NA,0.030061928927714,NA,"voltage-gated cation channel activity","GO:0022843 voltage-gated cation channel activity"
"380","GO:0098632",NA,0.0307080380044402,NA,"cell-cell adhesion mediator activity","GO:0098632 cell-cell adhesion mediator activity"
"381","GO:0005154",NA,0.0308895659568866,NA,"epidermal growth factor receptor binding","GO:0005154 epidermal growth factor receptor binding"
"382","GO:0061733",NA,0.0309611077785402,NA,"peptide-lysine-N-acetyltransferase activity","GO:0061733 peptide-lysine-N-acetyltransferase activity"
"383","GO:0043047",NA,0.0310703813221989,NA,"single-stranded telomeric DNA binding","GO:0043047 single-stranded telomeric DNA binding"
"384","GO:0004698",NA,0.0311934257764439,NA,"calcium-dependent protein kinase C activity","GO:0004698 calcium-dependent protein kinase C activity"
"385","GO:0043394",NA,0.032560629184188,0.016700980396005,"proteoglycan binding","GO:0043394 proteoglycan binding"
"386","GO:0000978",NA,0.0325775384670128,0.0207697341083293,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","GO:0000978 RNA polymerase II cis-regulatory region sequence-specific DNA binding"
"387","GO:0004185",NA,0.0326037735999324,NA,"serine-type carboxypeptidase activity","GO:0004185 serine-type carboxypeptidase activity"
"388","GO:0004067",NA,0.0326628205710757,NA,"asparaginase activity","GO:0004067 asparaginase activity"
"389","GO:0016462",NA,0.033066562663757,NA,"pyrophosphatase activity","GO:0016462 pyrophosphatase activity"
"390","GO:0043022",NA,0.0331008227394865,NA,"ribosome binding","GO:0043022 ribosome binding"
"391","GO:0003774",NA,0.0333612635601902,NA,"motor activity","GO:0003774 motor activity"
"392","GO:0004364",NA,0.0334706614810524,NA,"glutathione transferase activity","GO:0004364 glutathione transferase activity"
"393","GO:0031267",NA,0.0337014756707905,0.0264231867811564,"small GTPase binding","GO:0031267 small GTPase binding"
"394","GO:0002039",NA,0.0346586457405616,NA,"p53 binding","GO:0002039 p53 binding"
"395","GO:0003996",NA,0.0347199182713671,NA,"acyl-CoA ligase activity","GO:0003996 acyl-CoA ligase activity"
"396","GO:0031404",NA,0.0349521078752317,NA,"chloride ion binding","GO:0031404 chloride ion binding"
"397","GO:0030629",NA,0.0353536320009683,NA,"U6 snRNA 3'-end binding","GO:0030629 U6 snRNA 3'-end binding"
"398","GO:0005179",NA,0.0357496165727128,NA,"hormone activity","GO:0005179 hormone activity"
"399","GO:0004035",NA,0.0360698670851772,NA,"alkaline phosphatase activity","GO:0004035 alkaline phosphatase activity"
"400","GO:0031490",NA,0.0362120606447811,NA,"chromatin DNA binding","GO:0031490 chromatin DNA binding"
"401","GO:0001537",NA,0.0366021652146919,NA,"N-acetylgalactosamine 4-O-sulfotransferase activity","GO:0001537 N-acetylgalactosamine 4-O-sulfotransferase activity"
"402","GO:0016620",NA,0.0366868354242017,NA,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","GO:0016620 oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
"403","GO:0015385",NA,0.0369252806501532,0.0443932572259727,"sodium:proton antiporter activity","GO:0015385 sodium:proton antiporter activity"
"404","GO:1990247",NA,0.0372944607225499,NA,"N6-methyladenosine-containing RNA binding","GO:1990247 N6-methyladenosine-containing RNA binding"
"405","GO:0004784",NA,0.0373898999046036,NA,"superoxide dismutase activity","GO:0004784 superoxide dismutase activity"
"406","GO:0030144",NA,0.0374683605194064,NA,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity","GO:0030144 alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity"
"407","GO:0005326",NA,0.0377308815782615,NA,"neurotransmitter transmembrane transporter activity","GO:0005326 neurotransmitter transmembrane transporter activity"
"408","GO:0030506",NA,0.038088535038743,NA,"ankyrin binding","GO:0030506 ankyrin binding"
"409","GO:0016747",NA,0.0382074332867982,NA,"transferase activity, transferring acyl groups other than amino-acyl groups","GO:0016747 transferase activity, transferring acyl groups other than amino-acyl groups"
"410","GO:0005540",NA,0.0386410350911645,NA,"hyaluronic acid binding","GO:0005540 hyaluronic acid binding"
"411","GO:0070412",NA,0.0386933532997489,NA,"R-SMAD binding","GO:0070412 R-SMAD binding"
"412","GO:0043546",NA,0.0397536867754078,NA,"molybdopterin cofactor binding","GO:0043546 molybdopterin cofactor binding"
"413","GO:0008381",NA,0.039881372662192,0.00660387922069466,"mechanosensitive ion channel activity","GO:0008381 mechanosensitive ion channel activity"
"414","GO:0008503",NA,0.0399457200421756,NA,"benzodiazepine receptor activity","GO:0008503 benzodiazepine receptor activity"
"415","GO:0033842",NA,0.0403320776586204,0.0146416671740255,"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","GO:0033842 N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity"
"416","GO:0043237",NA,0.0411197888667777,NA,"laminin-1 binding","GO:0043237 laminin-1 binding"
"417","GO:0047714",NA,0.0411200185092834,NA,"galactolipase activity","GO:0047714 galactolipase activity"
"418","GO:0102549",NA,0.0411200185092834,NA,"1-18:1-2-16:0-monogalactosyldiacylglycerol lipase activity","GO:0102549 1-18:1-2-16:0-monogalactosyldiacylglycerol lipase activity"
"419","GO:0070891",NA,0.0413023342210937,NA,"lipoteichoic acid binding","GO:0070891 lipoteichoic acid binding"
"420","GO:0004525",NA,0.0418101410843125,NA,"ribonuclease III activity","GO:0004525 ribonuclease III activity"
"421","GO:0004768",NA,0.0420464494285916,NA,"stearoyl-CoA 9-desaturase activity","GO:0004768 stearoyl-CoA 9-desaturase activity"
"422","GO:0047545",NA,0.0423075301058151,NA,"2-hydroxyglutarate dehydrogenase activity","GO:0047545 2-hydroxyglutarate dehydrogenase activity"
"423","GO:0043548",NA,0.0423521113248955,NA,"phosphatidylinositol 3-kinase binding","GO:0043548 phosphatidylinositol 3-kinase binding"
"424","GO:0016595",NA,0.0424662063751277,0.00978881582121092,"glutamate binding","GO:0016595 glutamate binding"
"425","GO:0016934",NA,0.0424987926747721,0.00810000392366866,"extracellularly glycine-gated chloride channel activity","GO:0016934 extracellularly glycine-gated chloride channel activity"
"426","GO:0032036",NA,0.0426333414206176,NA,"myosin heavy chain binding","GO:0032036 myosin heavy chain binding"
"427","GO:0047756",NA,0.0429196946193895,0.00697010821008385,"chondroitin 4-sulfotransferase activity","GO:0047756 chondroitin 4-sulfotransferase activity"
"428","GO:0005459",NA,0.0429890610428282,NA,"UDP-galactose transmembrane transporter activity","GO:0005459 UDP-galactose transmembrane transporter activity"
