	WGBS_1	WGBS_2	WGBS_3	MBDBS_1	MBDBS_2	MBDBS_3	RRBS_1	RRBS_2	RRBS_3
192:874409-874411	0	0	2.439024	0	0	11.111111	8.333333	0	14.285714
192:874456-874458	1.785714	0	1.694915	0	3.571429	0	0	0	14.285714
192:874503-874505	0	0	0.606061	0	0	0	0	0	0
192:881510-881512	1.176471	2.919708	1.162791	0	1.886792	0	0	5.263158	0
1924:2638-2640	0	3.333333	0	0	0	0	0	3.448276	4.819277
1924:2670-2672	5.263158	6.451613	18.181818	28.571429	0	14.285714	4.395604	0	2.597403
1924:2675-2677	5.882353	6.451613	21.212121	20	0	14.285714	8.695652	0	2.39521
1924:2677-2679	0	6.666667	18.181818	21.428571	0	14.285714	5.434783	0	4.191617
1924:2702-2704	5.882353	20	23.333333	53.333333	0	14.285714	2.173913	0	2.721088
1924:9752-9754	21.052632	13.333333	21.875	28.571429	0	14.285714	2.258065	0	2.491103
1924:9756-9758	20	33.333333	12.903226	14.285714	0	0	1.286174	3.370787	1.067616
1924:9762-9764	22.727273	30.769231	38.709677	25	16.666667	28.571429	2.893891	12.359551	2.135231
1924:9764-9766	22.727273	28.571429	41.176471	37.5	0	28.571429	0.321543	12.359551	2.135231
1924:9807-9809	0	0	11.111111	0	0	0	4.823151	7.865169	2.5
1924:9814-9816	6.25	5.555556	11.538462	12.5	14.285714	0	0.96463	0	1.976285
1924:9824-9826	27.272727	4	22.580645	8.333333	16.666667	0	5.067568	3.529412	8.076923
1924:9851-9853	0	5.263158	8.333333	14.285714	0	9.090909	1.27551	2.439024	2.013423
194:925166-925168	0	0	0	0	0	0	0	0.377358	0.359712
194:925183-925185	0	11.111111	0	0	0	0	0	0.377358	0.359712
195:929929-929931	0.546448	1.5625	2.304147	0	0	0	2.040816	0	5.660377
195:929938-929940	1.530612	0	0.434783	0	0	0	0	0	3.773585
195:929941-929943	0.423729	2.325581	1.12782	0	0	0	2.040816	0	7.54717
195:929949-929951	0.413223	1.06383	0.706714	0	1.351351	0	6.122449	0	3.773585
195:929952-929954	1.6	2.105263	0.684932	5.263158	1.315789	0	1.960784	0	5.660377
195:929970-929972	1.246106	0.854701	0.263852	0	0	0	0	0	3.846154
195:929996-929998	0.571429	1.724138	0.234742	0	0	0	0	0	3.846154
195:930008-930010	0.263852	0.793651	0.886918	2.941176	1.73913	0	0	12.5	7.692308
195:930027-930029	3.811659	1.226994	3.578154	2.173913	1.481481	1.470588	0	0	7.692308
195:930131-930133	0.298954	0	0.376884	0	0.492611	3.174603	6.451613	0	17.948718
195:930136-930138	0.749625	0	1.1378	0	0.483092	0.8	0	0	9.375
195:930145-930147	1.275917	1.408451	0.962861	0	1.04712	0.869565	0	0	3.448276
195:930149-930151	2.295082	0.473934	0.564175	1.5625	0.555556	1.769912	0	0	3.703704
1952:108422-108424	1.769912	2.727273	1.5625	3.448276	0	0	0	0	0
1952:108442-108444	0.657895	1.41844	0.757576	0	0	4.761905	0	0	0
1952:108489-108491	1.111111	4.123711	0.414938	1.724138	2.5	2.857143	0	0	3.846154
1952:108495-108497	0.571429	2.116402	0	0	2.5	0	11.111111	0	0
1952:108532-108534	1.744186	1.111111	1.265823	0	0	0	0	0	0
1952:108534-108536	0	0	0.847458	4	2.857143	0	0	0	0
1952:108566-108568	0	3.157895	0.632911	0	0	0	0	0	0
1965:41050-41052	0	1.923077	0	0	0	0	1.226994	0	1.394422
1965:41067-41069	1.315789	3.174603	3.448276	0	0	0	0.613497	0	1.238938
1965:41108-41110	1.694915	0	1.298701	0	0	8.333333	0.766871	0	1.433692
1965:41142-41144	0	0	0	0	0	0	0.611621	0	1.433692
1965:41160-41162	0	6.451613	2.083333	0	0	0	1.223242	0	1.241135
1965:41175-41177	0	0	2.380952	0	0	0	3.601108	5.660377	5
197:304402-304404	50	40	46.153846	20	90	66.666667	43.243243	11.206897	62.030075
197:304409-304411	50	0	38.461538	0	100	40	42.727273	13.157895	45.263158
197:305984-305986	31.818182	23.076923	15.384615	33.333333	16.666667	80	71.666667	25	78.431373
197:305993-305995	65.217391	53.846154	40	16.666667	42.857143	66.666667	80	27.777778	100
197:305997-305999	69.565217	38.461538	50	33.333333	33.333333	83.333333	96.666667	30.555556	80.392157
197:306006-306008	39.130435	20	26.923077	16.666667	60	16.666667	0	0	0
197:306021-306023	73.913043	55.555556	30.555556	37.5	62.5	85.714286	76.666667	27.777778	84.313725
197:306042-306044	47.826087	50	33.333333	37.5	66.666667	50	96.666667	44.444444	58.823529
197:306066-306068	0	0	2.083333	0	16.666667	0	0	0	1.960784
197:306076-306078	77.777778	44.444444	75	44.444444	83.333333	50	91.666667	27.777778	84.313725
197:320919-320921	80	84	76.666667	71.428571	80	40	98.373984	93.832599	93.75
197:321182-321184	72.727273	14.285714	53.333333	60	71.428571	50	40.625	0	35.483871
197:321227-321229	47.368421	54.166667	60.526316	50	60	70.588235	68.75	38.095238	58.064516
197:321257-321259	50	28.571429	34.782609	62.5	66.666667	60	56.25	28.571429	38.709677
197:321268-321270	0	0	15.555556	0	0	16.666667	56.25	0	0
197:321271-321273	95	50	62.790698	77.777778	87.5	71.428571	100	52.380952	81.25
197:321279-321281	60	50	47.826087	60	62.5	69.230769	59.375	47.619048	53.125
197:321284-321286	35.294118	47.619048	56.097561	77.777778	12.5	53.846154	62.5	42.857143	3.125
197:321299-321301	71.428571	38.888889	43.243243	42.857143	85.714286	66.666667	61.538462	45.454545	68.421053
197:397950-397952	68.181818	72.727273	85	100	90.909091	75	84.615385	59.770115	63.428571
197:397957-397959	60.869565	20	42.857143	50	75	33.333333	52.261307	60.550459	61.276596
197:397971-397973	26.086957	0	31.818182	44.444444	15.384615	54.545455	32.338308	44.036697	58.297872
197:397982-397984	37.5	0	53.333333	55.555556	45.454545	87.5	73.631841	33.944954	58.403361
197:398008-398010	88.888889	81.818182	88	90.909091	100	100	83.815029	83.035714	85.294118
197:398014-398016	84.615385	38.461538	95.652174	70	88.235294	100	95.454545	43.902439	76.28866
197:398017-398019	92.307692	84.615385	95.238095	100	100	100	92.727273	97.560976	91.752577
197:398020-398022	96	84.615385	95.238095	66.666667	94.117647	70	94.545455	91.358025	88.659794
197:398026-398028	91.666667	69.230769	95.238095	62.5	100	100	93.636364	92.682927	83.505155
197:398032-398034	95.652174	91.666667	100	100	76.470588	100	99.090909	93.902439	84.536082
197:398050-398052	83.333333	88.888889	100	88.888889	92.307692	80	97.272727	89.02439	75.257732
197:398052-398054	94.117647	77.777778	86.666667	44.444444	83.333333	80	94.545455	87.804878	73.195876
197:398056-398058	81.25	88.888889	93.333333	88.888889	100	80	94.545455	58.536585	59.793814
197:425631-425633	54.545455	100	87.5	40	88.888889	100	89.130435	85.185185	62.5
197:425829-425831	30	92.857143	100	91.666667	100	100	100	87.5	84.057971
197:425840-425842	66.666667	100	100	100	100	100	98.319328	90.909091	92.592593
197:425851-425853	44.444444	93.333333	83.333333	83.333333	87.5	90	96.183206	99.315068	80.28169
197:425876-425878	10	77.777778	86.956522	81.818182	100	100	91.747573	76.136364	73.404255
197:425882-425884	40	50	92	58.333333	90	91.666667	88.990826	66.494845	55.947137
197:425910-425912	88.888889	88.888889	87.878788	90	100	92.307692	90.59633	81.443299	78.854626
197:425921-425923	33.333333	47.058824	91.176471	30.769231	57.142857	90	92.916667	42.105263	33.566434
197:425925-425927	27.272727	41.176471	75.757576	23.076923	42.857143	88.888889	80.208333	8.910891	19.178082
197:425933-425935	100	85	88.235294	78.571429	100	83.333333	83.743842	72.277228	68.376068
197:425940-425942	100	100	90.909091	92.307692	80	100	81.782946	89.430894	83.870968
197:425946-425948	100	45	87.878788	42.857143	100	100	68.093385	52.03252	70.967742
197:425952-425954	100	90	96.969697	100	100	100	94.163424	89.430894	94.354839
197:425968-425970	54.545455	22.222222	63.636364	42.857143	20	58.333333	70.428016	36.885246	37.903226
197:426143-426145	30.769231	38.461538	83.333333	66.666667	20	53.333333	55.045872	54.545455	22.560976
197:426154-426156	100	84.615385	95.454545	100	100	93.333333	90.47619	79.365079	52.380952
197:426157-426159	76.923077	84.615385	95.454545	100	60	87.5	71.698113	80.487805	51.724138
197:426160-426162	71.428571	78.571429	92	100	60	93.75	94.339623	95.121951	54.385965
197:426231-426233	71.428571	60	50	66.666667	66.666667	45.454545	60.377358	56.097561	60
197:426268-426270	37.5	30	45.833333	14.285714	40	42.857143	49.180328	29.268293	49.122807
197:491597-491599	7.692308	28.571429	10	0	33.333333	0	28.787879	16.666667	1.834862
197:501570-501572	53.846154	80	62.5	57.142857	87.5	57.142857	38.655462	91.666667	20.454545
197:501580-501582	46.153846	80	34.615385	85.714286	12.5	28.571429	41.803279	100	39.772727
197:501585-501587	61.538462	73.333333	76.923077	71.428571	88.888889	71.428571	45.378151	95.652174	38.636364
197:501594-501596	54.545455	42.857143	66.666667	33.333333	66.666667	66.666667	36.666667	60.869565	29.545455
197:501644-501646	75	81.818182	81.25	100	100	83.333333	48.695652	100	62.5
197:501654-501656	55.555556	70	76.470588	100	37.5	60	46.715328	100	35.106383
197:676642-676644	83.333333	100	100	93.75	83.333333	100	93.548387	97.826087	56.603774
197:676689-676691	77.777778	100	88.888889	100	100	100	100	100	52
197:676698-676700	80	100	50	100	100	66.666667	71.428571	100	60
197:676715-676717	81.818182	100	100	92.857143	100	83.333333	85.714286	42.857143	40
197:676730-676732	81.818182	100	85.714286	100	100	83.333333	100	100	48
197:676733-676735	90.909091	100	100	100	100	100	85.714286	100	68
197:676740-676742	80	100	100	92.307692	100	100	85.714286	100	48
1982:74737-74739	47.058824	50	50	66.666667	45.454545	33.333333	4.545455	0	0
1982:74744-74746	5.882353	21.428571	6.666667	0	20	0	4.545455	40	33.333333
2:2902872-2902874	100	80	100	88.888889	87.5	75	100	100	95
2:2902886-2902888	100	100	100	100	100	100	100	100	82.5
2:3232224-3232226	100	81.818182	92.307692	90.909091	81.818182	80	98.461538	51.020408	90.322581
2:3232253-3232255	100	63.636364	66.666667	100	100	85.714286	98.571429	35.25641	93.75
2:3232260-3232262	100	63.636364	66.666667	100	100	100	98.571429	51.282051	96.875
20:438616-438618	0	0	0	0	0	0	0.259067	0.237342	0.53816
20:438648-438650	0	0	0	0	0	0	1.123596	0.158103	0.734214
20:438651-438653	0	0	0	9.090909	5.882353	0	0.518583	0.079051	0.831296
20:438653-438655	2.439024	0	0	0	0	0	0.431779	0.237342	0.636631
20:438657-438659	0	0	0	0	5.882353	0	0.863558	0.316206	0.734574
20:438662-438664	0	0	0	0	0	0	0.432152	0.158103	0.978474
20:438669-438671	0	0	0	0	0	0	0.345722	0.555115	0.977995
20:438671-438673	0	3.448276	3.125	0	0	0	0	0.318218	0.92955
20:467513-467515	0	0	0	0	0	0	2.312139	0	2.169197
20:467565-467567	0	0	0	0	0	0	0.106724	0.22779	1.411509
20:467581-467583	0	0	0	0	0	0	0.21322	0.683371	0.76087
2011:62967-62969	25	41.666667	63.157895	71.428571	0	66.666667	64.238411	64.285714	15.891473
2011:62969-62971	77.777778	61.538462	88.235294	85.714286	33.333333	100	81.081081	66.071429	26.744186
2011:63000-63002	0	25	33.333333	28.571429	20	20	29.411765	0	50
2011:63022-63024	14.285714	16.666667	33.333333	28.571429	20	80	33.684211	2.702703	2.970297
2019:89094-89096	50	72.727273	52.631579	30	88.888889	100	58.064516	11.111111	35.714286
2019:89110-89112	50	55.555556	75	75	89.473684	100	77.419355	11.111111	40
2019:89112-89114	50	40	66.666667	58.333333	89.473684	100	77.419355	11.111111	40
2019:89148-89150	58.823529	72.727273	78.26087	100	88.888889	77.777778	96.774194	88.888889	40
2019:89178-89180	70.588235	69.230769	72	88.235294	95	100	93.548387	41.666667	73.333333
2019:89180-89182	70.588235	69.230769	76	94.117647	90	100	90.322581	50	73.333333
2019:89186-89188	62.5	69.230769	76	88.235294	90.47619	100	80.645161	41.666667	40
2032:96661-96663	3.508772	1.075269	1.315789	4.166667	0	0	0.76442	0.504323	1.6826
2032:96709-96711	1.724138	0	2.12766	1.818182	0	3.333333	1.203114	0.541908	1.181853
2032:96763-96765	1.724138	3.614458	4.040404	3.921569	0	0	2.430433	1.157742	1.035276
2032:96765-96767	3.571429	3.658537	2	3.921569	0	0	1.370344	0.830325	1.4198
2032:96772-96774	6.666667	5.194805	1.075269	2.083333	4	4.347826	1.336616	0.830925	0.804906
2032:96800-96802	0	1.315789	3.296703	2.272727	5.555556	0	0.807868	0.688655	1.148985
2032:96823-96825	0	1.219512	2.5	2.857143	0	0	3.633975	3.488372	4.097189
2032:96889-96891	4.651163	1.980198	0	1.923077	0	0	0.32967	0.147275	0.784753
2032:96938-96940	0	2	1.030928	0	0	0	1.363141	0.584795	1.003344
2032:96992-96994	6.666667	0	6.153846	3.225806	13.333333	14.285714	0.907188	0.887574	0.472255
2032:96994-96996	6.818182	3.571429	4.83871	3.333333	7.142857	14.285714	0.55325	0.293255	0
2032:97001-97003	0	0	10.344828	3.703704	7.692308	9.090909	0.69541	1.185185	0.708383
2032:97051-97053	7.692308	3.846154	10.714286	0	0	0	5.178702	11.886792	7.615894
2032:97116-97118	1.587302	0	0	1.136364	0	0	0.716846	0	1.408451
2032:97146-97148	2.380952	1.438849	2.205882	2.222222	0	2.173913	2.34375	0	1.408451
2032:97165-97167	0.787402	2.816901	1.41844	2.150538	0	0	1.545595	0	1.282051
2032:97221-97223	50	35.955056	30.097087	42.622951	68	46.428571	0.243309	1.704545	10
2032:97229-97231	58.181818	65	54.83871	74.193548	93.75	88.888889	0.248139	0	0
2032:97346-97348	0.990099	0.990099	0.787402	4.285714	0	0	0.435864	0.464554	0.725487
2032:97395-97397	0.806452	0.806452	0	0	0	0	0.64135	0.375192	0.927775
2032:97449-97451	6.363636	0.900901	4.511278	5.633803	8.695652	2.439024	2.051699	1.565966	2.332451
2032:97451-97453	5.714286	3.571429	2.238806	4.347826	10	11.363636	1.381649	1.012977	1.753047
2032:97458-97460	1.941748	3.773585	1.574803	4.761905	10.638298	5	1.266393	0.936931	1.687861
2032:97486-97488	0	0	0	0	2.777778	0	1.02971	0.8579	1.982475
2032:97509-97511	1.428571	3.389831	1.111111	4.347826	3.703704	0	31.614731	30.372493	49.750793
2032:97575-97577	5.172414	1.265823	5.263158	2.040816	0	5.882353	1.585903	1.068091	5.136268
2032:97605-97607	0	1.265823	2.970297	2.083333	2.702703	5	2.194656	0.840336	3.144424
2032:97624-97626	1.234568	1.052632	1.680672	1.587302	0	0	1.156611	1.010565	2.185597
2032:97678-97680	3.370787	1.098901	1.851852	3.333333	2.380952	0	1.582779	1.051123	1.513474
2032:97680-97682	2.247191	2.197802	0.943396	3.333333	4.878049	6.666667	1.019108	0.957854	1.034738
2032:97687-97689	1.136364	2.173913	1.834862	3.389831	4.651163	6.896552	1.042654	0.381316	1.071297
2032:97715-97717	1.176471	1.282051	0	5.555556	2.702703	0	0.696203	0.476644	0.552079
2032:97738-97740	1.315789	0	2.803738	0	3.125	0	3.253135	3.109815	3.904725
2032:97804-97806	2.941176	2.325581	2.857143	4	0	0	0	1.176471	1.587302
2032:97853-97855	0	0	0	0	0	0	0	0	0
2032:97907-97909	0	5.882353	2.439024	0	0	0	2.564103	0.8	1.666667
2032:97909-97911	0	3.030303	0	0	0	0	5.128205	0.787402	1.694915
2032:97916-97918	0	0	0	0	0	0	1.315789	0	0
2032:97944-97946	0	0	0	0	0	0	0	0	0
2032:97967-97969	0	2.857143	2.380952	0	0	0	21.052632	25	0
2032:98491-98493	2.12766	2.816901	2.816901	0	0	0	0.901618	0.672495	2.674591
2032:98521-98523	1.470588	0	1.176471	0	0	4.545455	10.797998	0.667111	2.87977
2032:98540-98542	0	0.990099	1.030928	0	0	0	1.491345	0.874243	1.992883
2032:98594-98596	1.470588	4.301075	4.347826	4.255319	0	0	4.226096	0.834492	3.664122
2032:98596-98598	0	2.105263	5.813953	2.12766	0	0	2.799789	1.111111	3.053435
2032:98603-98605	1.515152	1.123596	1.162791	0	2.777778	0	2.740462	0.831025	2.756508
2032:98631-98633	0	1.960784	0	6.896552	0	0	1.852832	0.555556	2.453988
2032:98654-98656	8.163265	4	7.692308	4.545455	0	0	5.250185	5.247691	6.282017
2032:98720-98722	1.818182	2.380952	0.854701	1.265823	0	9.090909	0.674049	0.757166	1.25523
2032:98750-98752	1.666667	1.360544	0.684932	1.123596	0	4.255319	3.812636	1.017699	2.2285
2032:98769-98771	0	0.625	0	0	0	1.960784	1.150539	0.75606	1.434652
2032:98823-98825	1.73913	3.571429	1.910828	3.614458	0	3.030303	4.03071	1.769912	2.475822
2032:98825-98827	0.884956	1.438849	6.493506	7.058824	0	6.060606	2.743022	1.22489	2.219626
2032:98832-98834	2.752294	0.75188	1.986755	3.797468	0	0	2.641784	1.516634	2.061455
2032:98860-98862	0	1.123596	0	3.571429	3.571429	0	1.591512	1.273885	1.944012
2032:98883-98885	4.109589	1.388889	2.884615	2.040816	4.545455	0	5.471629	5.552291	6.587318
2032:98949-98951	0.847458	0.961538	0.75188	2.631579	0	2.5	0.533501	0.547672	1.417434
2032:98979-98981	3.053435	0	1.986755	0	1.694915	6.666667	1.628479	0.865533	1.903041
2032:98998-99000	0	0.8	1.818182	0	0	0	0.641812	0.75969	1.147959
2032:99052-99054	2.259887	1.777778	1.923077	3.174603	0	2.564103	1.49925	0.97384	1.846794
2032:99054-99056	0	0.438596	3.365385	4.8	0	7.692308	1.008111	0.837139	1.58627
2032:99061-99063	4.216867	1.801802	0.970874	1.6	1.587302	5.714286	1.113043	0.668449	1.502286
2032:99089-99091	2.12766	0.966184	1.657459	0	0	3.333333	0.683424	0.687416	1.332637
2032:99112-99114	1.612903	0.510204	2.424242	0	4.761905	0	4.977162	5.448155	8.059619
2032:99127-99129	0	0.613497	1.626016	0	0	6.25	0.540287	1.16521	2.92656
2032:99177-99179	1.818182	2.666667	1.538462	2.666667	0	2.777778	0.842894	0.706273	1.700494
2032:99207-99209	5.426357	2.758621	0.719424	5.063291	5	5	6.60828	0.793	1.946066
2032:99226-99228	0	2.739726	1.775148	0	0	0	1.548779	0.768176	1.931034
2032:99280-99282	0.724638	5.384615	2.97619	2.298851	1.960784	7.894737	3.013892	1.225697	2.319681
2032:99282-99284	2.205882	2.985075	0.606061	2.352941	0	7.692308	2.294229	1.135886	2.183406
2032:99289-99291	3.649635	3.149606	1.204819	2.439024	0	5.555556	2.395068	0.925926	1.889535
2032:99317-99319	2.857143	0	0	3.030303	0	0	1.585799	0.928662	1.818182
2032:99340-99342	1.098901	1.123596	3.100775	0	0	0	5.891043	5.103712	7.174888
2032:99406-99408	3.603604	1.538462	1.25	0	0	5.263158	0.785256	0.832492	1.569665
2032:99436-99438	0.833333	2.419355	2.325581	1.149425	0	5	3.221222	1.265106	2.609993
2032:99455-99457	0.735294	0	2.139037	1	0	0	1.124793	0.911854	1.954349
2032:99509-99511	2.5	4.545455	2.702703	2.247191	1.851852	3.225806	3.103126	1.220442	2.659202
2032:99511-99513	3.361345	3.809524	3.401361	1.176471	0	3.333333	1.708002	0.915332	2.11342
2032:99518-99520	4.8	2.941176	1.388889	1.265823	2.040816	4.166667	2.139163	0.914634	2.427868
2032:99546-99548	1.886792	4.545455	0	0	0	0	1.428571	0.610687	2.073085
2032:99569-99571	2.247191	1.694915	1.06383	0	4.761905	0	6.704669	4.628099	7.456504
2032:99635-99637	1.136364	1.388889	1.980198	7.54717	0	3.448276	1.375786	1.128818	2.5
2032:99665-99667	2.469136	0	1.980198	0	0	6.666667	1.530916	1.473786	2.164432
2032:99684-99686	2.105263	0	2.654867	1.492537	0	0	1.177683	0.939759	1.561745
2032:99738-99740	4.424779	2.142857	2.857143	3.225806	2.173913	6.896552	1.573167	1.065117	2.36812
2032:99740-99742	1.904762	2.797203	3.597122	2.173913	2.173913	14.814815	1.148739	1.088534	1.689355
2032:99747-99749	4.587156	0.694444	2.142857	2.272727	4.444444	4.166667	1.19403	0.846228	1.692965
2032:99775-99777	1.960784	0	0	1.265823	0	0	0.743826	0.846024	1.64042
2032:99798-99800	1.052632	1.449275	3.418803	1.428571	3.448276	0	6.209705	6.161369	6.820855
2032:99863-99865	8.695652	2.631579	0	0	0	0	0	0	0
2032:99893-99895	4.347826	2.5	0	4.761905	8	0	4.347826	9.090909	0
2032:99912-99914	0	3.125	2.5	5	0	0	0	9.090909	0
2034:90928-90930	0	5	0	0	0	0	1.0682	0.318471	0.298063
2034:90942-90944	0	0	0	0	0	0	0.903862	0.15949	0.446429
2034:91456-91458	0	0	0	0	0	0	0.729927	0.554939	0.531915
2034:91462-91464	5.555556	0	0	0	0	0	0.547445	0.221976	0.533808
2034:91466-91468	10.526316	0	0	0	0	0	0.549451	0.555556	0.70922
2034:97205-97207	0	0	0	0	0	0	0	0	0
2034:97208-97210	0	5	0	0	0	0	0	0	0
2034:99204-99206	3.571429	4.347826	0	0	22.222222	0	0	3.225806	1.492537
2045:33952-33954	4	0	0	0	11.111111	0	2.777778	0	0
2045:33959-33961	4.166667	0	0	0	10	0	0	0	4.651163
2045:34009-34011	0	3.225806	0	0	0	0	0	0	0
2045:34117-34119	8.333333	0	0	15.384615	0	0	0	0	0
2048:52922-52924	11.111111	0	52.631579	0	25	20	1.923077	0	1.136364
2048:52933-52935	9.090909	0	55	0	30	28.571429	4.347826	3.488372	0.492611
2048:52953-52955	12	0	57.692308	0	30	28.571429	4.347826	0	1.477833
2048:52955-52957	12	0	57.692308	0	30	28.571429	4.347826	1.162791	0.985222
207:24291-24293	0	6.25	4	0	0	0	0	1.234568	0
207:24388-24390	0	0	0	0	0	0	0	0	0
207:36214-36216	0	0	6.25	0	0	0	0	0	3.125
207:36228-36230	0	0	0	0	0	0	0	0	0
21:195048-195050	0	6.666667	0	0	0	0	0	0	0
21:195073-195075	0	5.555556	2.12766	0	0	0	1.204819	4	0.666667
21:195079-195081	0	10.526316	2.12766	0	0	0	2.439024	4	0
21:195085-195087	0	12.5	2.173913	0	0	0	2.409639	4	0.684932
21:195104-195106	3.846154	0	0	0	0	0	2.469136	0	1.333333
21:196659-196661	0	8.333333	2.631579	0	0	12.5	0	0	0
21:333118-333120	0	0	0	0	0	0	0	0	0
21:333126-333128	0	0	0	0	0	0	0	0	0
212:426546-426548	47.368421	38.095238	40.625	58.333333	85.714286	62.5	1.333333	3.278689	0
212:426554-426556	50	28.571429	42.424242	61.538462	83.333333	62.5	0	2.857143	1.785714
212:426579-426581	47.368421	47.058824	37.5	53.846154	81.818182	20	2.678571	2.857143	0.884956
2139:5389-5391	7.142857	14.285714	0	0	0	0	0	0	0
2139:5405-5407	0	0	0	0	14.285714	0	0	0	11.111111
2139:5419-5421	0	0	0	0	0	0	0	0	0
2139:5429-5431	0	0	9.090909	0	0	0	0	0	0
2139:5433-5435	0	0	9.090909	0	0	0	0	0	0
2139:5437-5439	0	0	0	0	0	0	0	0	11.111111
2139:5442-5444	0	0	0	0	0	0	0	0	0
214:295997-295999	0	0	0	0	0	0	4.098361	2.068966	5.072464
214:296000-296002	0	0	4.545455	9.090909	33.333333	0	1.079137	0	1.736111
214:296051-296053	0	0	0	0	0	0	0.358423	0	3.472222
2148:72560-72562	0	25	48.275862	28.571429	33.333333	0	24.691358	12.931034	4.807692
2148:74683-74685	4.878049	30.30303	6.153846	23.529412	40	0	4.353083	4.301075	3.756708
2148:74712-74714	18.918919	27.777778	30.434783	21.428571	33.333333	33.333333	22.901679	16.756757	15.384615
2148:75301-75303	8.333333	9.090909	20	66.666667	0	40	6.25	10.769231	2.185792
2148:75313-75315	0	18.181818	12.5	60	0	40	5.084746	7.692308	1.104972
2148:78902-78904	19.444444	26.829268	20.454545	23.529412	0	42.857143	0	37.5	0
2152:86717-86719	0	0	0	0	0	0	0	0	0
2152:86743-86745	0	0	0	0	8.333333	0	0	0	0
2152:86755-86757	0	0	9.090909	0	12.5	0	0	0	0
219:265534-265536	9.090909	6.666667	0	0	0	0	0	0	0
219:265541-265543	0	5.263158	0	0	0	0	7.142857	0	0
219:265574-265576	9.090909	0	0	0	0	0	14.285714	0	0
220:860444-860446	0	11.111111	0	44.444444	20	16.666667	5.852417	9.756098	6.067416
220:860481-860483	4.347826	8.333333	0	50	0	0	0.633293	6.155015	1.410874
220:860496-860498	0	6.666667	0	11.111111	0	0	0.541191	5.091185	1.375516
220:860511-860513	0	7.692308	3.703704	44.444444	12.5	0	0.933173	5.775076	1.58566
220:860551-860553	0	10	0	42.857143	0	0	4.307974	7.585335	3.584672
221:882268-882270	0	0	0	0	0	0	0.423729	0.338983	0.961538
221:882279-882281	0	0	0	0	0	0	0.854701	0.677966	10.897436
222:418897-418899	11.111111	0	0	0	0	0	0	0	6.666667
222:418927-418929	11.111111	0	0	0	0	0	0	0	0
222:418937-418939	0	0	0	0	0	0	0	0	6.666667
222:418941-418943	0	0	0	0	0	0	0	0	6.666667
222:418945-418947	0	0	0	0	0	0	0	0	0
222:418958-418960	0	0	0	0	0	0	11.111111	0	0
2222:71230-71232	21.875	27.777778	6.779661	70	41.666667	20	1.900238	4.901961	4.850746
2222:71248-71250	5.555556	25	3.125	30	14.285714	16.666667	0.475059	3.883495	3.345725
2222:71259-71261	5.555556	40	10.526316	54.545455	16.666667	20	8.821549	14.608076	8.361019
2222:71276-71278	11.111111	22.222222	8.196721	41.666667	30.769231	20	7.142857	9.096077	5.714286
2222:71282-71284	12.5	31.25	12.068966	63.636364	30.769231	20	7.712566	9.323479	12.912164
2222:71295-71297	10.526316	20	10	66.666667	26.666667	0	3.647988	7.281001	4.377944
2222:71332-71334	20.588235	25	14.285714	62.5	31.25	16.666667	13.716648	14.938489	15.005631
2222:71340-71342	22.222222	29.166667	15.789474	52.941176	31.25	16.666667	7.969925	15.275412	12.514061
2222:71353-71355	7.407407	33.333333	13.157895	66.666667	22.222222	16.666667	4.661654	11.798071	6.267332
2222:72050-72052	2.409639	20	6.451613	14.285714	9.090909	10	0	44.827586	6.666667
2222:72052-72054	6.024096	19.642857	5.434783	14.285714	9.090909	10	20	34.482759	4.444444
2222:72059-72061	10.344828	28.571429	9.278351	18.181818	8.333333	11.111111	6.307978	8.547009	10.709677
2222:72074-72076	9.782609	19.047619	5.940594	20.833333	25	11.111111	3.49563	4.633621	8.70322
2222:72106-72108	5.128205	17.44186	6.766917	18.181818	19.047619	10	5.507956	2.012712	7.51634
2222:72121-72123	0	16.129032	7.586207	19.444444	13.043478	10	3.575593	3.407756	2.117347
2222:72137-72139	1.449275	5.319149	5.369128	10.25641	0	0	1.74216	1.370399	1.02119
2222:72159-72161	3.669725	16.901408	3.90625	18.518519	5	14.285714	4.415182	4.34953	2.30179
2222:72169-72171	8.571429	26.666667	8.064516	23.076923	13.636364	14.285714	6.012814	6.554019	4.255319
2222:72178-72180	6.25	22.807018	9.615385	24	14.285714	0	47.619048	16	19.71831
2222:72184-72186	10	22.413793	13.72549	30.769231	15.789474	40	60.869565	8	28
2222:72496-72498	3.125	8.333333	2.898551	15.384615	0	0	2.749868	9.69697	1.035197
2222:72500-72502	3.278689	10.204082	1.315789	21.428571	0	0	2.751323	8.939394	1.18986
2222:72508-72510	0	14.035088	2.173913	12.5	6.666667	0	3.012685	12.424242	1.966874
2222:72526-72528	0	8.62069	4.255319	6.25	0	7.692308	3.911205	10.151515	1.861427
2222:72539-72541	0	5.357143	2.173913	13.333333	0	0	3.01747	6.363636	1.396793
2222:72555-72557	0	5	4.301075	13.333333	0	14.285714	2.547771	8.623298	1.394628
2222:72571-72573	1.5625	12.280702	3.125	14.285714	7.692308	13.333333	2.801268	11.043873	2.73619
2222:72593-72595	1.666667	3.921569	0	0	6.25	0	3.435673	8.948195	1.547779
2222:72617-72619	8.450704	14.492754	4.166667	35.294118	11.111111	31.25	7.350521	10.24	7.053292
